x,rho,u,p
0,1,0,1
0.01,1,-3.78595e-12,1
0.02,1,8.9712e-13,1
0.03,1,3.16376e-11,1
0.04,1,2.11278e-11,1
0.05,1,-1.29807e-10,1
0.06,1,-1.88574e-10,1
0.07,1,4.24442e-10,1
0.08,1,1.14393e-09,1
0.09,1,-8.47571e-10,1
0.1,1,-5.4482e-09,1
0.11,1,-1.40821e-09,1
0.12,1,2.03136e-08,1
0.13,1,2.49717e-08,1
0.14,1,-5.22991e-08,1
0.15,1,-1.46987e-07,1
0.16,1,3.18599e-08,1
0.17,1,5.57751e-07,0.999999
0.18,1,5.41246e-07,0.999999
0.19,1,-1.21958e-06,1
0.2,1,-3.29544e-06,1
0.21,1,-3.58432e-07,1
0.22,0.999992,1.0005e-05,0.999988
0.23,0.999987,1.61975e-05,0.999981
0.24,1,-2.90336e-06,1
0.25,1.00003,-4.43203e-05,1.00005
0.26,1.00004,-4.63597e-05,1.00006
0.27,0.999897,0.000131945,0.999833
0.28,0.999337,0.000800891,0.999032
0.29,0.997812,0.00260731,0.9969
0.3,0.994143,0.00694844,0.991793
0.31,0.985634,0.0170778,0.979953
0.32,0.968038,0.0383086,0.955534
0.33,0.941025,0.0714913,0.918407
0.34,0.908059,0.113011,0.873691
0.35,0.872499,0.159196,0.826161
0.36,0.836401,0.207666,0.778685
0.37,0.800745,0.257221,0.732584
0.38,0.765933,0.307335,0.688361
0.39,0.732138,0.357756,0.646197
0.4,0.699471,0.408291,0.606176
0.41,0.668041,0.458727,0.56837
0.42,0.637949,0.508822,0.532839
0.43,0.609227,0.558424,0.49955
0.44,0.581736,0.607672,0.468278
0.45,0.555239,0.656961,0.438676
0.46,0.529647,0.706434,0.410589
0.47,0.505213,0.755463,0.38428
0.48,0.482472,0.802719,0.360349
0.49,0.46217,0.846143,0.339478
0.5,0.445415,0.883353,0.322378
0.51,0.433694,0.912224,0.309831
0.52,0.426755,0.930538,0.301738
0.53,0.422409,0.937224,0.298424
0.54,0.420115,0.937104,0.29882
0.55,0.420731,0.932815,0.300904
0.56,0.423909,0.927258,0.303447
0.57,0.427941,0.922512,0.305693
0.58,0.431043,0.920238,0.306855
0.59,0.431791,0.921523,0.306232
0.6,0.429649,0.925045,0.304361
0.61,0.42429,0.928244,0.302914
0.62,0.413509,0.929351,0.302587
0.63,0.393379,0.929582,0.302672
0.64,0.364427,0.930282,0.302519
0.65,0.331366,0.930562,0.302488
0.66,0.299562,0.930138,0.302719
0.67,0.274445,0.929628,0.303086
0.68,0.259561,0.928307,0.303082
0.69,0.252993,0.92574,0.302276
0.7,0.251046,0.92396,0.301618
0.71,0.25196,0.924273,0.301674
0.72,0.254702,0.925322,0.301991
0.73,0.258368,0.925647,0.302244
0.74,0.26176,0.924109,0.301856
0.75,0.263685,0.918036,0.299739
0.76,0.26216,0.894223,0.29183
0.77,0.24436,0.78791,0.259232
0.78,0.180944,0.435361,0.171101
0.79,0.134746,0.0865145,0.111775
0.8,0.126313,0.0117958,0.101571
0.81,0.125108,0.000953801,0.100165
0.82,0.124975,-0.000141605,0.0999796
0.83,0.125001,-1.85875e-05,0.0999962
0.84,0.125005,4.29654e-05,0.100006
0.85,0.125,3.2946e-06,0.1
0.86,0.124999,-6.4092e-06,0.0999991
0.87,0.125,2.50622e-07,0.1
0.88,0.125,1.02899e-06,0.1
0.89,0.125,-1.29902e-07,0.1
0.9,0.125,-1.48875e-07,0.1
0.91,0.125,3.42891e-08,0.1
0.92,0.125,2.01192e-08,0.1
0.93,0.125,-7.08887e-09,0.1
0.94,0.125,-2.42415e-09,0.1
0.95,0.125,1.29301e-09,0.1
0.96,0.125,2.38568e-10,0.1
0.97,0.125,-2.14022e-10,0.1
0.98,0.125,-1.57873e-11,0.1
0.99,0.125,2.3301e-11,0.1
1,0.125,0,0.1
