x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,-3.00436e-17,1
0.08,1,-3.329e-19,1
0.09,1,1.07298e-15,1
0.1,1,-2.31507e-16,1
0.11,1,-9.86316e-15,1
0.12,1,2.79696e-15,1
0.13,1,7.52645e-14,1
0.14,1,-4.2089e-14,1
0.15,1,-5.58737e-13,1
0.16,1,4.20587e-13,1
0.17,1,3.99203e-12,1
0.18,1,-3.36827e-12,1
0.19,1,-2.74528e-11,1
0.2,1,2.27767e-11,1
0.21,1,1.81931e-10,1
0.22,1,-1.27877e-10,1
0.23,1,-1.15654e-09,1
0.24,1,5.37754e-10,1
0.25,1,6.97924e-09,1
0.26,1,-8.30857e-10,1
0.27,1,-3.91319e-08,1
0.28,1,-1.27747e-08,1
0.29,1,1.98303e-07,1
0.3,1,1.81666e-07,1
0.31,1,-8.37233e-07,1
0.32,1,-1.42522e-06,1
0.33,0.999998,2.76885e-06,0.999997
0.34,0.999993,9.19996e-06,0.999989
0.35,0.999999,-3.21717e-07,1
0.36,1.00002,-2.93825e-05,1.00004
0.37,1.00002,-8.66005e-06,1.00001
0.38,0.999788,0.000271199,0.999645
0.39,0.998851,0.00138998,0.998316
0.4,0.995908,0.00486284,0.994231
0.41,0.987612,0.0146525,0.98275
0.42,0.964987,0.0418901,0.951408
0.43,0.918568,0.0997008,0.887834
0.44,0.853795,0.184044,0.801499
0.45,0.781599,0.284337,0.708322
0.46,0.709661,0.391943,0.618824
0.47,0.642444,0.500302,0.538471
0.48,0.582432,0.605329,0.469684
0.49,0.530227,0.704677,0.412447
0.5,0.485086,0.795648,0.364606
0.51,0.450469,0.87279,0.327291
0.52,0.429927,0.923471,0.302762
0.53,0.417521,0.945433,0.293685
0.54,0.404026,0.948538,0.295347
0.55,0.381882,0.933935,0.300361
0.56,0.35472,0.920182,0.303814
0.57,0.328253,0.916464,0.30446
0.58,0.30106,0.922549,0.304397
0.59,0.275688,0.929567,0.305467
0.6,0.255185,0.923076,0.304858
0.61,0.234209,0.870301,0.288542
0.62,0.19463,0.617757,0.214667
0.63,0.143688,0.183137,0.126526
0.64,0.127514,0.0239737,0.103218
0.65,0.125256,0.002368,0.10036
0.66,0.124984,-2.93319e-05,0.0999964
0.67,0.124994,-6.90346e-05,0.0999892
0.68,0.125006,4.31067e-05,0.100006
0.69,0.125001,1.23505e-05,0.100002
0.7,0.124999,-7.19306e-06,0.099999
0.71,0.125,-9.90567e-07,0.0999999
0.72,0.125,1.32727e-06,0.1
0.73,0.125,5.42714e-08,0.1
0.74,0.125,-2.1454e-07,0.1
0.75,0.125,6.83078e-09,0.1
0.76,0.125,3.25561e-08,0.1
0.77,0.125,-2.93404e-09,0.1
0.78,0.125,-4.59275e-09,0.1
0.79,0.125,6.69542e-10,0.1
0.8,0.125,6.04117e-10,0.1
0.81,0.125,-1.23547e-10,0.1
0.82,0.125,-7.36443e-11,0.1
0.83,0.125,2.01491e-11,0.1
0.84,0.125,8.22875e-12,0.1
0.85,0.125,-2.99139e-12,0.1
0.86,0.125,-8.23388e-13,0.1
0.87,0.125,4.08954e-13,0.1
0.88,0.125,6.97124e-14,0.1
0.89,0.125,-5.20295e-14,0.1
0.9,0.125,-4.43999e-15,0.1
0.91,0.125,6.12867e-15,0.1
0.92,0.125,3.29111e-16,0.1
0.93,0.125,-3.60621e-16,0.1
0.94,0.125,1.20549e-16,0.1
0.95,0.125,2.50366e-17,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
