x,rho,u,p
0,1,0,1
0.01,1,7.47778e-17,1
0.02,1,-1.39434e-16,1
0.03,1,-2.49425e-16,1
0.04,1,3.43855e-15,1
0.05,1,4.28035e-15,1
0.06,1,-2.27899e-14,1
0.07,1,-2.99641e-14,1
0.08,1,1.45077e-13,1
0.09,1,2.02142e-13,1
0.1,1,-8.9438e-13,1
0.11,1,-1.39209e-12,1
0.12,1,5.16582e-12,1
0.13,1,9.48159e-12,1
0.14,1,-2.75781e-11,1
0.15,1,-6.26785e-11,1
0.16,1,1.32203e-10,1
0.17,1,3.94364e-10,1
0.18,1,-5.34874e-10,1
0.19,1,-2.31334e-09,1
0.2,1,1.51239e-09,1
0.21,1,1.23532e-08,1
0.22,1,3.38153e-10,1
0.23,1,-5.79401e-08,1
0.24,1,-4.32527e-08,1
0.25,1,2.24863e-07,1
0.26,1,3.76223e-07,1
0.27,1,-5.99371e-07,1
0.28,1,-2.0789e-06,1
0.29,1,2.99783e-07,1
0.3,0.999993,8.51712e-06,0.99999
0.31,0.999992,9.96779e-06,0.999988
0.32,1.00001,-1.39076e-05,1.00002
0.33,1.00003,-4.17058e-05,1.00005
0.34,0.999985,2.87656e-05,0.999961
0.35,0.999632,0.000457268,0.999429
0.36,0.998442,0.00186851,0.997758
0.37,0.99514,0.00577121,0.993169
0.38,0.986661,0.0158209,0.981402
0.39,0.965812,0.0409672,0.952487
0.4,0.928022,0.087749,0.900673
0.41,0.878283,0.151539,0.83387
0.42,0.823491,0.225281,0.761985
0.43,0.768141,0.303949,0.691235
0.44,0.714585,0.384558,0.624664
0.45,0.663974,0.465309,0.563563
0.46,0.616863,0.544954,0.508393
0.47,0.573473,0.622638,0.459051
0.48,0.533929,0.698254,0.415111
0.49,0.497961,0.772025,0.376314
0.5,0.464599,0.838961,0.343148
0.51,0.436893,0.895266,0.317553
0.52,0.425191,0.928823,0.303825
0.53,0.423184,0.942039,0.297057
0.54,0.423626,0.94261,0.296127
0.55,0.423169,0.936609,0.299899
0.56,0.419239,0.92459,0.304641
0.57,0.402885,0.916025,0.306349
0.58,0.372753,0.920111,0.304245
0.59,0.340735,0.924297,0.303336
0.6,0.310451,0.923778,0.303187
0.61,0.283046,0.920763,0.302557
0.62,0.263669,0.923433,0.302234
0.63,0.254113,0.927129,0.302854
0.64,0.248745,0.925547,0.301983
0.65,0.244345,0.911116,0.29602
0.66,0.235719,0.834438,0.269869
0.67,0.192554,0.512784,0.186662
0.68,0.138811,0.117912,0.11607
0.69,0.126716,0.0153367,0.102035
0.7,0.125151,0.00132498,0.10022
0.71,0.124976,-0.000112155,0.0999838
0.72,0.124998,-3.46192e-05,0.099994
0.73,0.125005,4.1414e-05,0.100006
0.74,0.125,5.35382e-06,0.100001
0.75,0.124999,-6.02465e-06,0.0999992
0.76,0.125,9.93787e-08,0.1
0.77,0.125,9.49689e-07,0.1
0.78,0.125,-1.31501e-07,0.1
0.79,0.125,-1.33424e-07,0.1
0.8,0.125,3.83079e-08,0.1
0.81,0.125,1.76299e-08,0.1
0.82,0.125,-8.2292e-09,0.1
0.83,0.125,-2.12413e-09,0.1
0.84,0.125,1.53754e-09,0.1
0.85,0.125,2.2475e-10,0.1
0.86,0.125,-2.61586e-10,0.1
0.87,0.125,-1.82919e-11,0.1
0.88,0.125,4.14132e-11,0.1
0.89,0.125,4.11027e-13,0.1
0.9,0.125,-6.16373e-12,0.1
0.91,0.125,2.63903e-13,0.1
0.92,0.125,8.66119e-13,0.1
0.93,0.125,-8.10836e-14,0.1
0.94,0.125,-1.14783e-13,0.1
0.95,0.125,1.72434e-14,0.1
0.96,0.125,1.48236e-14,0.1
0.97,0.125,-2.71839e-15,0.1
0.98,0.125,-1.7764e-15,0.1
0.99,0.125,1.26143e-16,0.1
1,0.125,0,0.1
