x,rho,u,p
0,1,0,1
0.01,1,1.14605e-15,1
0.02,1,9.20884e-15,1
0.03,1,-3.69002e-15,1
0.04,1,-5.99033e-14,1
0.05,1,1.17898e-14,1
0.06,1,3.61571e-13,1
0.07,1,1.35068e-14,1
0.08,1,-2.10163e-12,1
0.09,1,-7.16602e-13,1
0.1,1,1.15339e-11,1
0.11,1,8.24095e-12,1
0.12,1,-5.88023e-11,1
0.13,1,-6.9749e-11,1
0.14,1,2.70599e-10,1
0.15,1,4.94708e-10,1
0.16,1,-1.0635e-09,1
0.17,1,-3.03903e-09,1
0.18,1,3.07868e-09,1
0.19,1,1.61787e-08,1
0.2,1,-2.02223e-09,1
0.21,1,-7.27368e-08,1
0.22,1,-5.14864e-08,1
0.23,1,2.58602e-07,1
0.24,1,4.51703e-07,0.999999
0.25,1,-5.66211e-07,1
0.26,1,-2.30021e-06,1
0.27,1,-3.89833e-07,1
0.28,0.999993,8.0451e-06,0.99999
0.29,0.99999,1.22808e-05,0.999985
0.3,1.00001,-7.87918e-06,1.00001
0.31,1.00003,-4.22925e-05,1.00005
0.32,1.00001,-1.00308e-05,1.00001
0.33,0.999771,0.000286986,0.999637
0.34,0.998904,0.00132095,0.998409
0.35,0.996493,0.00417111,0.995054
0.36,0.99042,0.0113575,0.986617
0.37,0.975522,0.0292048,0.965922
0.38,0.946196,0.0650893,0.925471
0.39,0.904799,0.117179,0.869303
0.4,0.857273,0.179383,0.806076
0.41,0.808022,0.246879,0.741981
0.42,0.759431,0.316805,0.680242
0.43,0.712618,0.38765,0.622237
0.44,0.66815,0.458493,0.568524
0.45,0.626367,0.528584,0.519332
0.46,0.587364,0.597437,0.47463
0.47,0.55086,0.665186,0.433946
0.48,0.516556,0.732246,0.39645
0.49,0.485747,0.797777,0.362966
0.5,0.459487,0.854558,0.336238
0.51,0.434964,0.900031,0.314797
0.52,0.422512,0.929144,0.303553
0.53,0.42082,0.940663,0.298544
0.54,0.423141,0.941392,0.297093
0.55,0.426002,0.935712,0.299356
0.56,0.427222,0.928116,0.303553
0.57,0.424592,0.921255,0.306934
0.58,0.411639,0.919153,0.307002
0.59,0.38394,0.922064,0.303985
0.6,0.351296,0.923011,0.302746
0.61,0.319619,0.923595,0.30313
0.62,0.290711,0.923906,0.302716
0.63,0.267554,0.924107,0.301299
0.64,0.255453,0.927245,0.301229
0.65,0.251025,0.929096,0.30183
0.66,0.249395,0.927702,0.301675
0.67,0.24891,0.919352,0.299083
0.68,0.247847,0.884482,0.287151
0.69,0.229188,0.717948,0.237784
0.7,0.16397,0.312327,0.146827
0.71,0.130506,0.0487635,0.106512
0.72,0.12566,0.00590249,0.100807
0.73,0.125026,0.0002972,0.100054
0.74,0.124981,-0.000134155,0.0999804
0.75,0.125005,2.31787e-05,0.100002
0.76,0.125003,2.92551e-05,0.100004
0.77,0.124999,-4.05029e-06,0.0999995
0.78,0.125,-3.56949e-06,0.0999995
0.79,0.125,1.09023e-06,0.1
0.8,0.125,4.27237e-07,0.1
0.81,0.125,-2.11977e-07,0.1
0.82,0.125,-3.74244e-08,0.1
0.83,0.125,3.78944e-08,0.1
0.84,0.125,9.33375e-10,0.1
0.85,0.125,-6.25335e-09,0.1
0.86,0.125,6.3006e-10,0.1
0.87,0.125,9.71143e-10,0.1
0.88,0.125,-2.09337e-10,0.1
0.89,0.125,-1.42319e-10,0.1
0.9,0.125,4.71182e-11,0.1
0.91,0.125,1.96516e-11,0.1
0.92,0.125,-9.01264e-12,0.1
0.93,0.125,-2.53573e-12,0.1
0.94,0.125,1.56139e-12,0.1
0.95,0.125,3.00243e-13,0.1
0.96,0.125,-2.51351e-13,0.1
0.97,0.125,-3.06487e-14,0.1
0.98,0.125,3.72997e-14,0.1
0.99,0.125,3.9382e-15,0.1
1,0.125,0,0.1
