x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,-6.02863e-17,1
0.1,1,3.91642e-16,1
0.11,1,3.54866e-16,1
0.12,1,-5.16136e-15,1
0.13,1,-2.72512e-15,1
0.14,1,4.43985e-14,1
0.15,1,6.1325e-15,1
0.16,1,-3.58872e-13,1
0.17,1,6.7889e-14,1
0.18,1,2.75401e-12,1
0.19,1,-1.12079e-12,1
0.2,1,-2.00592e-11,1
0.21,1,1.04305e-11,1
0.22,1,1.39469e-10,1
0.23,1,-7.25862e-11,1
0.24,1,-9.26095e-10,1
0.25,1,3.73331e-10,1
0.26,1,5.84593e-09,1
0.27,1,-9.547e-10,1
0.28,1,-3.45452e-08,1
0.29,1,-6.5709e-09,1
0.3,1,1.87471e-07,1
0.31,1,1.29944e-07,1
0.32,1,-8.71998e-07,1
0.33,1,-1.16308e-06,1
0.34,0.999997,3.42584e-06,0.999996
0.35,0.999993,8.7328e-06,0.99999
0.36,1,-4.11522e-06,1.00001
0.37,1.00002,-3.11052e-05,1.00004
0.38,0.999999,1.53365e-05,0.999978
0.39,0.999683,0.00039977,0.999487
0.4,0.99845,0.0018609,0.997757
0.41,0.994584,0.00642143,0.992397
0.42,0.983517,0.0195041,0.977096
0.43,0.953483,0.0559732,0.935553
0.44,0.897152,0.127148,0.858942
0.45,0.823607,0.225147,0.762129
0.46,0.744716,0.338154,0.662129
0.47,0.668718,0.456431,0.569796
0.48,0.600704,0.573038,0.490776
0.49,0.541765,0.682126,0.425235
0.5,0.491649,0.780298,0.370871
0.51,0.454699,0.863666,0.330067
0.52,0.430384,0.922375,0.304237
0.53,0.411832,0.952308,0.293446
0.54,0.388324,0.947722,0.294267
0.55,0.361075,0.929903,0.299286
0.56,0.338522,0.920283,0.303539
0.57,0.314865,0.920607,0.305998
0.58,0.286826,0.927321,0.307542
0.59,0.259468,0.923639,0.306179
0.6,0.230831,0.85798,0.285807
0.61,0.1845,0.555209,0.200761
0.62,0.138641,0.136007,0.11938
0.63,0.126836,0.0175596,0.102352
0.64,0.125172,0.00157032,0.100255
0.65,0.124978,-9.64667e-05,0.0999861
0.66,0.124998,-4.24387e-05,0.0999929
0.67,0.125006,4.45628e-05,0.100006
0.68,0.125001,7.25975e-06,0.100001
0.69,0.124999,-7.10073e-06,0.0999991
0.7,0.125,-3.34298e-07,0.1
0.71,0.125,1.20965e-06,0.1
0.72,0.125,-2.75345e-08,0.1
0.73,0.125,-1.83113e-07,0.1
0.74,0.125,1.54583e-08,0.1
0.75,0.125,2.59763e-08,0.1
0.76,0.125,-3.62046e-09,0.1
0.77,0.125,-3.40855e-09,0.1
0.78,0.125,6.7588e-10,0.1
0.79,0.125,4.12802e-10,0.1
0.8,0.125,-1.10412e-10,0.1
0.81,0.125,-4.55144e-11,0.1
0.82,0.125,1.63212e-11,0.1
0.83,0.125,4.45403e-12,0.1
0.84,0.125,-2.20805e-12,0.1
0.85,0.125,-3.64264e-13,0.1
0.86,0.125,2.74218e-13,0.1
0.87,0.125,2.03008e-14,0.1
0.88,0.125,-3.1516e-14,0.1
0.89,0.125,5.87978e-17,0.1
0.9,0.125,3.2733e-15,0.1
0.91,0.125,-8.65497e-17,0.1
0.92,0.125,-1.45342e-16,0.1
0.93,0.125,9.55335e-17,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
