x,rho,u,p
0,1,0,1
0.01,1,-4.97666e-17,1
0.02,1,-5.37886e-16,1
0.03,1,2.18647e-15,1
0.04,1,7.03452e-15,1
0.05,1,-1.24919e-14,1
0.06,1,-4.66767e-14,1
0.07,1,7.49529e-14,1
0.08,1,3.00059e-13,1
0.09,1,-4.23509e-13,1
0.1,1,-1.90847e-12,1
0.11,1,2.11048e-12,1
0.12,1,1.17353e-11,1
0.13,1,-8.66113e-12,1
0.14,1,-6.89614e-11,1
0.15,1,2.20061e-11,1
0.16,1,3.8109e-10,1
0.17,1,5.73153e-11,1
0.18,1,-1.93611e-09,1
0.19,1,-1.33629e-09,1
0.2,1,8.73127e-09,1
0.21,1,1.19365e-08,1
0.22,1,-3.26123e-08,1
0.23,1,-7.80567e-08,1
0.24,1,8.31902e-08,1
0.25,1,4.06061e-07,1
0.26,1,2.11567e-08,1
0.27,1,-1.60803e-06,1
0.28,1,-1.68397e-06,1
0.29,0.999996,4.41144e-06,0.999995
0.3,0.99999,1.18871e-05,0.999986
0.31,0.999998,1.17296e-06,0.999999
0.32,1.00002,-3.24326e-05,1.00004
0.33,1.00003,-3.03739e-05,1.00004
0.34,0.999871,0.000167419,0.999783
0.35,0.999209,0.000961527,0.998832
0.36,0.997248,0.0032801,0.996099
0.37,0.99211,0.00935193,0.988964
0.38,0.979127,0.0248457,0.970936
0.39,0.950982,0.0591692,0.93204
0.4,0.908146,0.112906,0.8738
0.41,0.857191,0.179477,0.80598
0.42,0.803663,0.252972,0.736408
0.43,0.750735,0.329654,0.66938
0.44,0.699964,0.407416,0.606821
0.45,0.652127,0.484931,0.549517
0.46,0.607598,0.56123,0.497723
0.47,0.566446,0.635707,0.451203
0.48,0.528595,0.708542,0.40932
0.49,0.494214,0.780116,0.372128
0.5,0.463029,0.844011,0.341047
0.51,0.43593,0.896649,0.316668
0.52,0.424256,0.928878,0.303888
0.53,0.422625,0.94161,0.297495
0.54,0.423801,0.942121,0.296222
0.55,0.424471,0.936766,0.29958
0.56,0.422869,0.926666,0.30466
0.57,0.411998,0.916722,0.307011
0.58,0.384772,0.918896,0.304607
0.59,0.352503,0.923193,0.303123
0.6,0.321437,0.924354,0.30333
0.61,0.292623,0.922362,0.302841
0.62,0.269299,0.921166,0.302068
0.63,0.256439,0.9271,0.302177
0.64,0.25082,0.928392,0.302282
0.65,0.247459,0.923227,0.300669
0.66,0.244231,0.898937,0.291165
0.67,0.231483,0.772754,0.252083
0.68,0.174102,0.383157,0.160322
0.69,0.132604,0.0665719,0.108951
0.7,0.12594,0.00845385,0.101133
0.71,0.125059,0.000549289,0.100099
0.72,0.124978,-0.000143785,0.0999792
0.73,0.125003,6.96513e-06,0.0999999
0.74,0.125004,3.46252e-05,0.100005
0.75,0.125,-1.6289e-06,0.0999998
0.76,0.125,-4.48086e-06,0.0999994
0.77,0.125,8.97624e-07,0.1
0.78,0.125,5.93363e-07,0.1
0.79,0.125,-2.11197e-07,0.1
0.8,0.125,-6.53038e-08,0.1
0.81,0.125,4.26861e-08,0.1
0.82,0.125,5.55707e-09,0.1
0.83,0.125,-7.70967e-09,0.1
0.84,0.125,-1.25632e-10,0.1
0.85,0.125,1.29045e-09,0.1
0.86,0.125,-8.76406e-11,0.1
0.87,0.125,-2.0244e-10,0.1
0.88,0.125,2.79362e-11,0.1
0.89,0.125,2.99409e-11,0.1
0.9,0.125,-6.06906e-12,0.1
0.91,0.125,-4.17992e-12,0.1
0.92,0.125,1.12289e-12,0.1
0.93,0.125,5.49442e-13,0.1
0.94,0.125,-1.88144e-13,0.1
0.95,0.125,-6.73244e-14,0.1
0.96,0.125,2.97799e-14,0.1
0.97,0.125,8.07629e-15,0.1
0.98,0.125,-4.01269e-15,0.1
0.99,0.125,-8.2033e-16,0.1
1,0.125,0,0.1
