x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,0,1
0.11,1,0,1
0.12,1,0,1
0.13,1,1.54903e-17,1
0.14,1,2.32453e-16,1
0.15,1,-5.41372e-16,1
0.16,1,-1.96985e-15,1
0.17,1,8.69121e-15,1
0.18,1,1.23834e-14,1
0.19,1,-9.60512e-14,1
0.2,1,-4.17801e-14,1
0.21,1,9.40166e-13,1
0.22,1,-2.34507e-13,1
0.23,1,-8.29821e-12,1
0.24,1,6.45291e-12,1
0.25,1,6.72948e-11,1
0.26,1,-7.99204e-11,1
0.27,1,-5.09537e-10,1
0.28,1,7.50852e-10,1
0.29,1,3.66198e-09,1
0.3,1,-5.82579e-09,1
0.31,1,-2.51679e-08,1
0.32,1,3.82838e-08,1
0.33,1,1.67983e-07,1
0.34,1,-1.96118e-07,1
0.35,1,-1.03149e-06,1
0.36,0.999999,7.99671e-07,0.999999
0.37,0.999995,6.36329e-06,0.999992
0.38,0.999997,1.54431e-06,0.999998
0.39,1.00002,-2.26255e-05,1.00003
0.4,1.00001,-7.72967e-07,1
0.41,0.999761,0.000305544,0.999592
0.42,0.998609,0.00167207,0.997976
0.43,0.994536,0.00646172,0.992345
0.44,0.981647,0.0216381,0.974594
0.45,0.943598,0.0681559,0.921992
0.46,0.869813,0.163161,0.82246
0.47,0.772743,0.296476,0.698133
0.48,0.672022,0.447725,0.575112
0.49,0.58621,0.59389,0.474115
0.5,0.52187,0.733453,0.400325
0.51,0.466757,0.85239,0.34173
0.52,0.409628,0.914332,0.301525
0.53,0.367452,0.940956,0.291725
0.54,0.34441,0.952822,0.296136
0.55,0.325794,0.94957,0.30428
0.56,0.296672,0.927666,0.310831
0.57,0.247183,0.863761,0.297273
0.58,0.185541,0.570838,0.209034
0.59,0.13862,0.143568,0.121068
0.6,0.126944,0.0188896,0.102544
0.61,0.125188,0.00173738,0.100278
0.62,0.124977,-9.68193e-05,0.0999863
0.63,0.124996,-5.71894e-05,0.0999909
0.64,0.125006,4.5377e-05,0.100006
0.65,0.125001,1.12472e-05,0.100001
0.66,0.124999,-6.80025e-06,0.0999991
0.67,0.125,-1.09859e-06,0.0999999
0.68,0.125,1.07663e-06,0.1
0.69,0.125,9.99414e-08,0.1
0.7,0.125,-1.48595e-07,0.1
0.71,0.125,-4.13277e-09,0.1
0.72,0.125,1.89598e-08,0.1
0.73,0.125,-6.83586e-10,0.1
0.74,0.125,-2.19071e-09,0.1
0.75,0.125,2.31355e-10,0.1
0.76,0.125,2.27034e-10,0.1
0.77,0.125,-4.2388e-11,0.1
0.78,0.125,-2.05217e-11,0.1
0.79,0.125,6.04898e-12,0.1
0.8,0.125,1.52858e-12,0.1
0.81,0.125,-7.24617e-13,0.1
0.82,0.125,-7.82624e-14,0.1
0.83,0.125,7.48055e-14,0.1
0.84,0.125,4.09236e-17,0.1
0.85,0.125,-6.70188e-15,0.1
0.86,0.125,5.12142e-16,0.1
0.87,0.125,4.23361e-16,0.1
0.88,0.125,-1.08496e-16,0.1
0.89,0.125,2.58402e-17,0.1
0.9,0.125,5.15686e-18,0.1
0.91,0.125,0,0.1
0.92,0.125,0,0.1
0.93,0.125,0,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
