x,rho,u,p
0,1,0,1
0.01,1,-3.21433e-12,1
0.02,1,1.19798e-11,1
0.03,1,4.16159e-11,1
0.04,1,-2.21916e-11,1
0.05,1,-2.02707e-10,1
0.06,1,-5.52167e-11,1
0.07,1,8.29779e-10,1
0.08,1,9.07874e-10,1
0.09,1,-2.67536e-09,1
0.1,1,-6.04325e-09,1
0.11,1,5.1601e-09,1
0.12,1,2.85085e-08,1
0.13,1,8.3064e-09,1
0.14,1,-9.82394e-08,1
0.15,1,-1.34537e-07,1
0.16,1,2.03544e-07,1
0.17,0.999999,7.03896e-07,0.999999
0.18,1,1.46859e-07,1
0.19,1,-2.1464e-06,1
0.2,1,-3.20641e-06,1
0.21,0.999998,2.56515e-06,0.999997
0.22,0.999988,1.37733e-05,0.999984
0.23,0.999989,1.36069e-05,0.999984
0.24,1.00001,-1.58708e-05,1.00002
0.25,1.00004,-5.4785e-05,1.00007
0.26,1.00002,-1.9221e-05,1.00002
0.27,0.999781,0.000271071,0.999663
0.28,0.998994,0.00120721,0.998551
0.29,0.996967,0.00360701,0.995724
0.3,0.992205,0.00924712,0.989096
0.31,0.981308,0.0222657,0.973936
0.32,0.960759,0.047182,0.945485
0.33,0.931868,0.082905,0.905924
0.34,0.898295,0.125544,0.860567
0.35,0.862945,0.171866,0.813518
0.36,0.827449,0.219949,0.767033
0.37,0.792534,0.268884,0.722081
0.38,0.758496,0.318277,0.679017
0.39,0.725471,0.367922,0.63797
0.4,0.693559,0.417638,0.599012
0.41,0.662863,0.467217,0.56221
0.42,0.633476,0.516432,0.527612
0.43,0.605399,0.565178,0.495159
0.44,0.578477,0.613637,0.464607
0.45,0.55249,0.662175,0.43564
0.46,0.527397,0.710858,0.408155
0.47,0.503464,0.759041,0.382419
0.48,0.481218,0.805439,0.359006
0.49,0.461372,0.847991,0.338627
0.5,0.444833,0.884477,0.321871
0.51,0.433225,0.912826,0.309562
0.52,0.426634,0.930691,0.301748
0.53,0.422876,0.937296,0.298484
0.54,0.420694,0.936908,0.298749
0.55,0.420936,0.932652,0.300912
0.56,0.423624,0.926947,0.303446
0.57,0.427384,0.922368,0.30564
0.58,0.430501,0.920239,0.306802
0.59,0.431577,0.921639,0.306258
0.6,0.430068,0.925077,0.304431
0.61,0.425744,0.928277,0.302903
0.62,0.416874,0.929474,0.302496
0.63,0.399367,0.929553,0.302621
0.64,0.372269,0.930161,0.302513
0.65,0.339762,0.930459,0.302485
0.66,0.307131,0.930038,0.302689
0.67,0.279878,0.929536,0.303063
0.68,0.262473,0.929067,0.303322
0.69,0.254252,0.927099,0.302796
0.7,0.251294,0.92477,0.301889
0.71,0.251507,0.924019,0.301572
0.72,0.253848,0.924759,0.301818
0.73,0.257427,0.925563,0.302162
0.74,0.261157,0.925036,0.302161
0.75,0.263832,0.921443,0.301161
0.76,0.264058,0.909788,0.29691
0.77,0.256517,0.858134,0.280492
0.78,0.214588,0.632167,0.216468
0.79,0.14998,0.216544,0.131196
0.8,0.128461,0.0312085,0.104171
0.81,0.125394,0.00355025,0.100511
0.82,0.124997,7.5994e-05,0.100014
0.83,0.124988,-0.000106986,0.099984
0.84,0.125006,3.82847e-05,0.100005
0.85,0.125002,2.22277e-05,0.100003
0.86,0.124999,-6.47726e-06,0.0999991
0.87,0.125,-2.59861e-06,0.0999997
0.88,0.125,1.3551e-06,0.1
0.89,0.125,2.98908e-07,0.1
0.9,0.125,-2.39904e-07,0.1
0.91,0.125,-2.44399e-08,0.1
0.92,0.125,3.9994e-08,0.1
0.93,0.125,2.33185e-10,0.1
0.94,0.125,-6.18493e-09,0.1
0.95,0.125,5.21187e-10,0.1
0.96,0.125,8.8555e-10,0.1
0.97,0.125,-1.60067e-10,0.1
0.98,0.125,-1.15855e-10,0.1
0.99,0.125,1.86114e-11,0.1
1,0.125,0,0.1
