x,rho,u,p
0,1,0,1
0.01,1,7.82396e-10,1
0.02,1,1.48949e-09,1
0.03,1,-3.03967e-09,1
0.04,1,-9.36137e-09,1
0.05,1,1.53208e-09,1
0.06,1,3.50294e-08,1
0.07,1,3.35094e-08,1
0.08,1,-8.16224e-08,1
0.09,1,-2.08398e-07,1
0.1,1,1.58454e-08,1
0.11,0.999999,6.90519e-07,0.999999
0.12,0.999999,8.40576e-07,0.999999
0.13,1,-1.00142e-06,1
0.14,1,-3.87974e-06,1
0.15,1,-2.5103e-06,1
0.16,0.999994,7.57047e-06,0.999991
0.17,0.999984,1.90034e-05,0.999978
0.18,0.999991,1.08028e-05,0.999987
0.19,1.00002,-2.87725e-05,1.00003
0.2,1.00005,-6.69203e-05,1.00008
0.21,1.00001,-1.08328e-05,1.00001
0.22,0.999734,0.000324879,0.999602
0.23,0.998898,0.00131848,0.998424
0.24,0.996863,0.00372699,0.995586
0.25,0.992282,0.00915698,0.989205
0.26,0.982305,0.0210779,0.975316
0.27,0.964743,0.0423216,0.950982
0.28,0.941004,0.0715126,0.918385
0.29,0.913811,0.105687,0.881446
0.3,0.885254,0.142477,0.843112
0.31,0.856497,0.180506,0.805001
0.32,0.828055,0.219138,0.767808
0.33,0.800124,0.25812,0.731779
0.34,0.772786,0.297345,0.696999
0.35,0.746086,0.336738,0.663504
0.36,0.720063,0.37623,0.631319
0.37,0.694758,0.415743,0.600465
0.38,0.670214,0.455183,0.570966
0.39,0.646467,0.494454,0.542836
0.4,0.62353,0.533497,0.516055
0.41,0.601366,0.572331,0.490549
0.42,0.579894,0.611058,0.466196
0.43,0.559022,0.649818,0.442867
0.44,0.538707,0.688671,0.420493
0.45,0.519016,0.727469,0.399124
0.46,0.500111,0.765833,0.378919
0.47,0.482148,0.803317,0.360042
0.48,0.465379,0.839315,0.342632
0.49,0.450739,0.872408,0.32738
0.5,0.438969,0.899598,0.315365
0.51,0.429296,0.920079,0.30618
0.52,0.423598,0.931985,0.301262
0.53,0.422363,0.935943,0.299778
0.54,0.423714,0.935041,0.300012
0.55,0.426216,0.9311,0.301622
0.56,0.428628,0.925693,0.303846
0.57,0.42917,0.921489,0.305469
0.58,0.427849,0.920639,0.305992
0.59,0.425966,0.921985,0.305346
0.6,0.424534,0.924746,0.304032
0.61,0.424548,0.927576,0.302738
0.62,0.425604,0.929344,0.301946
0.63,0.426747,0.930316,0.301809
0.64,0.427082,0.930429,0.302139
0.65,0.425426,0.929529,0.302693
0.66,0.418498,0.928226,0.303172
0.67,0.400819,0.928204,0.303015
0.68,0.373069,0.928372,0.302917
0.69,0.340127,0.928297,0.303039
0.7,0.307216,0.928427,0.303189
0.71,0.279679,0.928101,0.303127
0.72,0.262043,0.926976,0.302758
0.73,0.254356,0.926978,0.302837
0.74,0.252206,0.928069,0.30334
0.75,0.252854,0.928938,0.303818
0.76,0.255215,0.92925,0.304073
0.77,0.258538,0.928482,0.303874
0.78,0.262069,0.926611,0.303281
0.79,0.265268,0.924759,0.302662
0.8,0.267774,0.923715,0.302277
0.81,0.269201,0.92306,0.302028
0.82,0.269138,0.921764,0.301621
0.83,0.266907,0.916714,0.299921
0.84,0.260173,0.894289,0.292628
0.85,0.237314,0.790497,0.260297
0.86,0.177194,0.435205,0.171653
0.87,0.134344,0.0858118,0.111756
0.88,0.126281,0.011709,0.101563
0.89,0.125106,0.0009464,0.100164
0.9,0.124975,-0.000142484,0.0999794
0.91,0.125001,-1.80059e-05,0.0999963
0.92,0.125005,4.34309e-05,0.100006
0.93,0.125,3.25008e-06,0.1
0.94,0.124999,-6.54411e-06,0.0999991
0.95,0.125,2.6874e-07,0.1
0.96,0.125,1.0643e-06,0.1
0.97,0.125,-1.37089e-07,0.1
0.98,0.125,-1.5693e-07,0.1
0.99,0.125,1.5436e-08,0.1
1,0.125,0,0.1
