x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,-4.04869e-17,1
0.11,1,2.78449e-16,1
0.12,1,1.01605e-16,1
0.13,1,-4.26819e-15,1
0.14,1,5.33512e-16,1
0.15,1,3.85058e-14,1
0.16,1,-2.23726e-14,1
0.17,1,-3.14343e-13,1
0.18,1,3.17344e-13,1
0.19,1,2.42205e-12,1
0.2,1,-3.24694e-12,1
0.21,1,-1.77404e-11,1
0.22,1,2.78445e-11,1
0.23,1,1.24968e-10,1
0.24,1,-2.0807e-10,1
0.25,1,-8.52813e-10,1
0.26,1,1.36359e-09,1
0.27,1,5.65095e-09,1
0.28,1,-7.64948e-09,1
0.29,1,-3.59556e-08,1
0.3,1,3.45217e-08,1
0.31,1,2.17155e-07,1
0.32,1,-8.7661e-08,1
0.33,1,-1.16811e-06,1
0.34,1,-2.01441e-07,1
0.35,0.999995,5.77396e-06,0.999993
0.36,0.999994,6.6097e-06,0.999992
0.37,1.00001,-1.49593e-05,1.00002
0.38,1.00003,-2.84473e-05,1.00004
0.39,0.999925,0.00010709,0.999851
0.4,0.999334,0.000820823,0.998987
0.41,0.997233,0.00329424,0.996068
0.42,0.990811,0.0108522,0.987189
0.43,0.972198,0.0330715,0.961436
0.44,0.927249,0.0887509,0.899598
0.45,0.856875,0.180046,0.805452
0.46,0.774317,0.294474,0.699283
0.47,0.691502,0.419839,0.597362
0.48,0.616444,0.54548,0.509142
0.49,0.551181,0.662282,0.435585
0.5,0.497252,0.767736,0.376072
0.51,0.458333,0.859242,0.332859
0.52,0.430252,0.925177,0.305145
0.53,0.403499,0.953554,0.292597
0.54,0.373091,0.941821,0.293638
0.55,0.348796,0.930237,0.29921
0.56,0.329573,0.924386,0.304631
0.57,0.304519,0.925005,0.308294
0.58,0.273031,0.926195,0.309054
0.59,0.239446,0.881738,0.295089
0.6,0.193419,0.633255,0.221676
0.61,0.143788,0.193513,0.128771
0.62,0.127643,0.0258179,0.103487
0.63,0.125279,0.00261701,0.100393
0.64,0.124986,-1.40371e-05,0.0999991
0.65,0.124992,-7.8351e-05,0.0999879
0.66,0.125006,4.39994e-05,0.100006
0.67,0.125001,1.5212e-05,0.100002
0.68,0.124999,-7.32543e-06,0.099999
0.69,0.125,-1.5962e-06,0.0999998
0.7,0.125,1.3286e-06,0.1
0.71,0.125,1.68325e-07,0.1
0.72,0.125,-2.07611e-07,0.1
0.73,0.125,-1.23618e-08,0.1
0.74,0.125,3.02086e-08,0.1
0.75,0.125,7.2013e-11,0.1
0.76,0.125,-4.05697e-09,0.1
0.77,0.125,2.18753e-10,0.1
0.78,0.125,5.04362e-10,0.1
0.79,0.125,-5.73081e-11,0.1
0.8,0.125,-5.75818e-11,0.1
0.81,0.125,1.05021e-11,0.1
0.82,0.125,5.95361e-12,0.1
0.83,0.125,-1.60217e-12,0.1
0.84,0.125,-5.41547e-13,0.1
0.85,0.125,2.13972e-13,0.1
0.86,0.125,4.04939e-14,0.1
0.87,0.125,-2.55847e-14,0.1
0.88,0.125,-2.22771e-15,0.1
0.89,0.125,2.62097e-15,0.1
0.9,0.125,1.01362e-16,0.1
0.91,0.125,-1.26213e-16,0.1
0.92,0.125,6.06893e-17,0.1
0.93,0.125,0,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
