x,rho,u,p
0,1,0,1
0.01,1,-2.66731e-12,1
0.02,1,-5.40723e-12,1
0.03,1,1.47988e-11,1
0.04,1,3.78179e-11,1
0.05,1,-4.3822e-11,1
0.06,1,-2.01861e-10,1
0.07,1,4.77121e-11,1
0.08,1,9.17512e-10,1
0.09,1,5.2314e-10,1
0.1,1,-3.42395e-09,1
0.11,1,-5.10034e-09,1
0.12,1,9.26036e-09,1
0.13,1,2.87951e-08,1
0.14,1,-7.93308e-09,1
0.15,1,-1.16955e-07,1
0.16,1,-9.31181e-08,1
0.17,1,3.21405e-07,1
0.18,0.999999,6.94238e-07,0.999999
0.19,1,-2.80649e-07,1
0.2,1,-2.65646e-06,1
0.21,1,-2.44797e-06,1
0.22,0.999995,5.29581e-06,0.999994
0.23,0.999987,1.54532e-05,0.999982
0.24,0.999993,8.24149e-06,0.99999
0.25,1.00002,-2.79381e-05,1.00003
0.26,1.00005,-5.62229e-05,1.00007
0.27,0.999981,2.98848e-05,0.999961
0.28,0.999621,0.000462629,0.999433
0.29,0.998547,0.00173779,0.997924
0.3,0.995859,0.00491748,0.994181
0.31,0.989574,0.0123745,0.985436
0.32,0.975525,0.0292323,0.965906
0.33,0.951298,0.0587896,0.932472
0.34,0.919516,0.098445,0.889161
0.35,0.883962,0.144142,0.841403
0.36,0.847249,0.192923,0.79287
0.37,0.810732,0.243163,0.745417
0.38,0.774989,0.294123,0.699791
0.39,0.740261,0.345467,0.656263
0.4,0.706678,0.396982,0.614942
0.41,0.674353,0.448447,0.575907
0.42,0.643402,0.499605,0.539229
0.43,0.613882,0.550254,0.504907
0.44,0.585692,0.600468,0.472744
0.45,0.558577,0.650661,0.442368
0.46,0.53238,0.70108,0.41355
0.47,0.507329,0.751139,0.386542
0.48,0.483992,0.799435,0.36198
0.49,0.463152,0.8439,0.340513
0.5,0.446142,0.882012,0.322983
0.51,0.43425,0.911488,0.310159
0.52,0.426797,0.930275,0.301767
0.53,0.421764,0.93729,0.298358
0.54,0.419497,0.937342,0.298885
0.55,0.420679,0.933048,0.3009
0.56,0.424351,0.92758,0.303461
0.57,0.428604,0.92262,0.305736
0.58,0.431586,0.920188,0.306882
0.59,0.431873,0.921391,0.306187
0.6,0.42889,0.925033,0.30428
0.61,0.422105,0.928219,0.302951
0.62,0.408771,0.929218,0.302714
0.63,0.385678,0.929624,0.302725
0.64,0.354955,0.930408,0.30253
0.65,0.321682,0.930676,0.302496
0.66,0.291257,0.930226,0.302734
0.67,0.268877,0.929303,0.30299
0.68,0.25677,0.926905,0.302579
0.69,0.251932,0.92437,0.301772
0.7,0.251084,0.923889,0.301588
0.71,0.252671,0.924827,0.301874
0.72,0.255736,0.925791,0.302189
0.73,0.259301,0.925356,0.302133
0.74,0.262164,0.921698,0.301023
0.75,0.262881,0.909809,0.296526
0.76,0.256072,0.856232,0.279578
0.77,0.214067,0.623998,0.214298
0.78,0.149275,0.20876,0.129893
0.79,0.128326,0.0298378,0.103983
0.8,0.125373,0.00334814,0.100486
0.81,0.124994,5.69456e-05,0.100011
0.82,0.124988,-0.000102499,0.0999846
0.83,0.125006,3.92886e-05,0.100005
0.84,0.125002,2.10228e-05,0.100003
0.85,0.124999,-6.60238e-06,0.0999991
0.86,0.125,-2.39672e-06,0.0999997
0.87,0.125,1.34768e-06,0.1
0.88,0.125,2.65293e-07,0.1
0.89,0.125,-2.34161e-07,0.1
0.9,0.125,-1.93892e-08,0.1
0.91,0.125,3.82464e-08,0.1
0.92,0.125,-4.73079e-10,0.1
0.93,0.125,-5.77279e-09,0.1
0.94,0.125,6.12179e-10,0.1
0.95,0.125,8.0061e-10,0.1
0.96,0.125,-1.71879e-10,0.1
0.97,0.125,-9.88621e-11,0.1
0.98,0.125,3.45989e-11,0.1
0.99,0.125,9.94418e-12,0.1
1,0.125,0,0.1
