x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,1.50343e-17,1
0.07,1,-8.51795e-17,1
0.08,1,2.75401e-16,1
0.09,1,1.56419e-15,1
0.1,1,-3.01386e-15,1
0.11,1,-1.28202e-14,1
0.12,1,2.50503e-14,1
0.13,1,9.04941e-14,1
0.14,1,-2.09967e-13,1
0.15,1,-6.28854e-13,1
0.16,1,1.61487e-12,1
0.17,1,4.29811e-12,1
0.18,1,-1.14088e-11,1
0.19,1,-2.90105e-11,1
0.2,1,7.40656e-11,1
0.21,1,1.93682e-10,1
0.22,1,-4.36807e-10,1
0.23,1,-1.26908e-09,1
0.24,1,2.27933e-09,1
0.25,1,8.03424e-09,1
0.26,1,-9.84983e-09,1
0.27,1,-4.78484e-08,1
0.28,1,2.88648e-08,1
0.29,1,2.60932e-07,1
0.3,1,2.31713e-08,1
0.31,1,-1.212e-06,1
0.32,1,-9.88494e-07,1
0.33,0.999996,4.70683e-06,0.999994
0.34,0.999992,9.35494e-06,0.999989
0.35,1,-6.56403e-06,1.00001
0.36,1.00003,-3.40898e-05,1.00004
0.37,0.999995,1.94666e-05,0.999972
0.38,0.999666,0.00041907,0.999467
0.39,0.998443,0.00186944,0.99775
0.4,0.994752,0.00622667,0.992628
0.41,0.984541,0.0183077,0.978494
0.42,0.957629,0.0509077,0.94124
0.43,0.907503,0.113781,0.872897
0.44,0.841805,0.200192,0.785811
0.45,0.77071,0.300108,0.694545
0.46,0.700855,0.405795,0.608072
0.47,0.635933,0.511473,0.530793
0.48,0.577906,0.613552,0.4645
0.49,0.52725,0.710293,0.409129
0.5,0.483298,0.799413,0.362856
0.51,0.449381,0.875405,0.326617
0.52,0.429783,0.924522,0.302494
0.53,0.418636,0.944221,0.293745
0.54,0.40707,0.947298,0.295475
0.55,0.387402,0.93434,0.300494
0.56,0.360203,0.921243,0.304241
0.57,0.33255,0.916624,0.304323
0.58,0.305005,0.920585,0.303844
0.59,0.27933,0.928496,0.304786
0.6,0.259157,0.927493,0.305289
0.61,0.241352,0.89554,0.296658
0.62,0.211849,0.735027,0.245938
0.63,0.157566,0.311847,0.148502
0.64,0.129819,0.0466631,0.10634
0.65,0.12558,0.0054596,0.100753
0.66,0.125019,0.000247292,0.100045
0.67,0.124984,-0.000124293,0.0999817
0.68,0.125005,2.90592e-05,0.100003
0.69,0.125003,2.66034e-05,0.100004
0.7,0.124999,-5.51696e-06,0.0999993
0.71,0.125,-3.28238e-06,0.0999996
0.72,0.125,1.34228e-06,0.1
0.73,0.125,4.25539e-07,0.1
0.74,0.125,-2.50104e-07,0.1
0.75,0.125,-4.82312e-08,0.1
0.76,0.125,4.24773e-08,0.1
0.77,0.125,4.74293e-09,0.1
0.78,0.125,-6.61046e-09,0.1
0.79,0.125,-3.21903e-10,0.1
0.8,0.125,9.58314e-10,0.1
0.81,0.125,-6.47731e-12,0.1
0.82,0.125,-1.29844e-10,0.1
0.83,0.125,7.89713e-12,0.1
0.84,0.125,1.64428e-11,0.1
0.85,0.125,-1.93585e-12,0.1
0.86,0.125,-1.93643e-12,0.1
0.87,0.125,3.52781e-13,0.1
0.88,0.125,2.09541e-13,0.1
0.89,0.125,-5.5289e-14,0.1
0.9,0.125,-2.07076e-14,0.1
0.91,0.125,7.68728e-15,0.1
0.92,0.125,2.05868e-15,0.1
0.93,0.125,-6.11235e-16,0.1
0.94,0.125,1.0243e-17,0.1
0.95,0.125,7.51685e-17,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
