x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,0,1
0.11,1,0,1
0.12,1,0,1
0.13,1,0,1
0.14,1,0,1
0.15,1,0,1
0.16,1,4.16568e-17,1
0.17,1,-3.65844e-17,1
0.18,1,-4.99234e-16,1
0.19,1,2.12843e-15,1
0.2,1,5.53362e-15,1
0.21,1,-3.16734e-14,1
0.22,1,-2.70877e-14,1
0.23,1,3.88628e-13,1
0.24,1,-1.19055e-13,1
0.25,1,-4.02268e-12,1
0.26,1,4.93123e-12,1
0.27,1,3.60659e-11,1
0.28,1,-7.51829e-11,1
0.29,1,-2.85406e-10,1
0.3,1,8.49923e-10,1
0.31,1,2.04463e-09,1
0.32,1,-7.96316e-09,1
0.33,1,-1.36299e-08,1
0.34,1,6.51326e-08,1
0.35,1,9.28816e-08,1
0.36,1,-4.53975e-07,1
0.37,1,-6.05016e-07,1
0.38,0.999998,2.98684e-06,0.999996
0.39,0.999995,5.37578e-06,0.999994
0.4,1,-1.04834e-05,1.00001
0.41,1.00002,-1.98588e-05,1.00003
0.42,0.999901,0.000135631,0.999803
0.43,0.999137,0.00105267,0.998709
0.44,0.995963,0.00476102,0.994336
0.45,0.984736,0.0178814,0.978945
0.46,0.947558,0.0631561,0.92753
0.47,0.86525,0.168737,0.816738
0.48,0.749052,0.327687,0.669775
0.49,0.635538,0.519648,0.53077
0.5,0.548358,0.683027,0.430766
0.51,0.452948,0.81858,0.341304
0.52,0.385219,0.915269,0.303646
0.53,0.349607,0.969296,0.298115
0.54,0.3235,0.976641,0.301944
0.55,0.281172,0.90816,0.303417
0.56,0.207347,0.666524,0.238861
0.57,0.14617,0.218846,0.13441
0.58,0.12817,0.0308316,0.104203
0.59,0.125363,0.00339849,0.100493
0.6,0.124994,5.32536e-05,0.100011
0.61,0.124988,-0.000112866,0.0999832
0.62,0.125005,3.34072e-05,0.100004
0.63,0.125002,2.21224e-05,0.100003
0.64,0.124999,-4.54541e-06,0.0999994
0.65,0.125,-2.49727e-06,0.0999997
0.66,0.125,7.84987e-07,0.1
0.67,0.125,2.6872e-07,0.1
0.68,0.125,-1.09698e-07,0.1
0.69,0.125,-2.25698e-08,0.1
0.7,0.125,1.38624e-08,0.1
0.71,0.125,1.29626e-09,0.1
0.72,0.125,-1.52955e-09,0.1
0.73,0.125,7.215e-12,0.1
0.74,0.125,1.46087e-10,0.1
0.75,0.125,-1.4646e-11,0.1
0.76,0.125,-1.1692e-11,0.1
0.77,0.125,2.47248e-12,0.1
0.78,0.125,7.30484e-13,0.1
0.79,0.125,-2.82151e-13,0.1
0.8,0.125,-2.71323e-14,0.1
0.81,0.125,2.52428e-14,0.1
0.82,0.125,-6.74971e-16,0.1
0.83,0.125,-1.72208e-15,0.1
0.84,0.125,2.39132e-16,0.1
0.85,0.125,8.33138e-17,0.1
0.86,0.125,-1.56244e-17,0.1
0.87,0.125,0,0.1
0.88,0.125,0,0.1
0.89,0.125,0,0.1
0.9,0.125,0,0.1
0.91,0.125,0,0.1
0.92,0.125,0,0.1
0.93,0.125,0,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
