x,rho,u,p
0,1,0,1
0.01,1,-1.82104e-14,1
0.02,1,4.5637e-13,1
0.03,1,6.2678e-13,1
0.04,1,-2.15205e-12,1
0.05,1,-4.26722e-12,1
0.06,1,8.89951e-12,1
0.07,1,2.61144e-11,1
0.08,1,-2.94181e-11,1
0.09,1,-1.43895e-10,1
0.1,1,5.04333e-11,1
0.11,1,7.04414e-10,1
0.12,1,2.56217e-10,1
0.13,1,-2.97022e-09,1
0.14,1,-3.39392e-09,1
0.15,1,1.00328e-08,1
0.16,1,2.27034e-08,1
0.17,1,-2.11297e-08,1
0.18,1,-1.10517e-07,1
0.19,1,-2.43164e-08,1
0.2,1,3.97391e-07,1
0.21,1,5.15053e-07,0.999999
0.22,1,-8.56598e-07,1
0.23,1,-2.79205e-06,1
0.24,1,-4.2838e-07,1
0.25,0.999992,8.95418e-06,0.999989
0.26,0.999988,1.43165e-05,0.999983
0.27,1,-5.07921e-06,1.00001
0.28,1.00003,-4.35498e-05,1.00005
0.29,1.00003,-3.17514e-05,1.00004
0.3,0.999847,0.000192905,0.999756
0.31,0.999169,0.00100349,0.998789
0.32,0.997307,0.00320666,0.996192
0.33,0.99274,0.00860986,0.98984
0.34,0.981868,0.0215813,0.974722
0.35,0.9597,0.0484725,0.944027
0.36,0.926811,0.0892505,0.899046
0.37,0.887715,0.139238,0.846416
0.38,0.846267,0.194226,0.791599
0.39,0.80469,0.251622,0.737662
0.4,0.764004,0.310137,0.685949
0.41,0.724654,0.36915,0.636973
0.42,0.686872,0.428266,0.590947
0.43,0.650838,0.487104,0.547996
0.44,0.616715,0.545287,0.508184
0.45,0.584509,0.602685,0.471361
0.46,0.553768,0.659846,0.436981
0.47,0.523928,0.717588,0.40451
0.48,0.495738,0.774483,0.374474
0.49,0.471569,0.826283,0.348746
0.5,0.452308,0.87093,0.328214
0.51,0.436451,0.906772,0.312134
0.52,0.423912,0.928643,0.302272
0.53,0.418513,0.938464,0.299137
0.54,0.419198,0.939273,0.298818
0.55,0.423162,0.935036,0.300404
0.56,0.428029,0.928337,0.303041
0.57,0.431471,0.922233,0.305747
0.58,0.431396,0.919545,0.307052
0.59,0.425507,0.921515,0.305847
0.6,0.411568,0.925786,0.304101
0.61,0.388552,0.927814,0.30363
0.62,0.357911,0.928257,0.303327
0.63,0.324361,0.928542,0.302544
0.64,0.293287,0.928596,0.301781
0.65,0.269394,0.927113,0.301171
0.66,0.256271,0.925356,0.3009
0.67,0.251809,0.925894,0.30135
0.68,0.251196,0.926298,0.302066
0.69,0.252437,0.925812,0.30246
0.7,0.2545,0.924058,0.301942
0.71,0.256534,0.917163,0.298889
0.72,0.256477,0.887544,0.288268
0.73,0.237986,0.747304,0.246436
0.74,0.171077,0.360951,0.155896
0.75,0.132001,0.0617271,0.108286
0.76,0.125893,0.0079791,0.101073
0.77,0.125055,0.00051311,0.100092
0.78,0.124977,-0.000147919,0.0999786
0.79,0.125004,8.89213e-06,0.1
0.8,0.125004,3.6282e-05,0.100005
0.81,0.125,-1.64224e-06,0.0999998
0.82,0.124999,-4.96878e-06,0.0999993
0.83,0.125,8.50651e-07,0.1
0.84,0.125,7.06821e-07,0.1
0.85,0.125,-1.93617e-07,0.1
0.86,0.125,-8.6712e-08,0.1
0.87,0.125,3.8014e-08,0.1
0.88,0.125,8.89902e-09,0.1
0.89,0.125,-6.63645e-09,0.1
0.9,0.125,-5.2993e-10,0.1
0.91,0.125,1.0679e-09,0.1
0.92,0.125,-6.13549e-11,0.1
0.93,0.125,-1.59676e-10,0.1
0.94,0.125,3.19743e-11,0.1
0.95,0.125,2.21834e-11,0.1
0.96,0.125,-8.20534e-12,0.1
0.97,0.125,-2.82271e-12,0.1
0.98,0.125,1.61887e-12,0.1
0.99,0.125,3.49654e-13,0.1
1,0.125,0,0.1
