x,rho,u,p
0,1,0,1
0.01,1,-7.05344e-11,1
0.02,1,7.59301e-10,1
0.03,1,1.75093e-09,1
0.04,1,-1.15233e-09,1
0.05,1,-7.76387e-09,1
0.06,1,-3.61011e-09,1
0.07,1,2.45117e-08,1
0.08,1,3.93028e-08,1
0.09,1,-4.22536e-08,1
0.1,1,-1.83251e-07,1
0.11,1,-7.40896e-08,1
0.12,1,5.13019e-07,0.999999
0.13,0.999999,8.84425e-07,0.999999
0.14,1,-4.59935e-07,1
0.15,1,-3.31731e-06,1
0.16,1,-3.18598e-06,1
0.17,0.999996,5.23607e-06,0.999994
0.18,0.999985,1.73036e-05,0.99998
0.19,0.999989,1.35346e-05,0.999984
0.2,1.00002,-2.15335e-05,1.00003
0.21,1.00005,-6.27947e-05,1.00008
0.22,1.00002,-2.50982e-05,1.00003
0.23,0.999785,0.000263872,0.999675
0.24,0.999031,0.00116173,0.998609
0.25,0.99715,0.00338725,0.995986
0.26,0.99287,0.0084587,0.990023
0.27,0.983383,0.0197824,0.976816
0.28,0.965997,0.0407947,0.952713
0.29,0.941802,0.0705222,0.919475
0.3,0.913676,0.105857,0.881264
0.31,0.883943,0.144186,0.841366
0.32,0.853932,0.183943,0.801629
0.33,0.824244,0.22439,0.762865
0.34,0.795112,0.265229,0.725367
0.35,0.766631,0.306327,0.689235
0.36,0.738854,0.3476,0.654514
0.37,0.71183,0.388962,0.621231
0.38,0.685607,0.430316,0.589416
0.39,0.660237,0.471545,0.559097
0.4,0.635757,0.512546,0.530281
0.41,0.612158,0.553282,0.502921
0.42,0.589372,0.593827,0.476899
0.43,0.567288,0.634337,0.452061
0.44,0.545819,0.674943,0.428285
0.45,0.52498,0.715588,0.405566
0.46,0.504934,0.755911,0.384059
0.47,0.485947,0.795286,0.364016
0.48,0.468351,0.832951,0.345652
0.49,0.452829,0.867808,0.329478
0.5,0.439957,0.896965,0.316484
0.51,0.429337,0.91898,0.306669
0.52,0.423843,0.931907,0.301528
0.53,0.422945,0.936358,0.299614
0.54,0.424195,0.93549,0.299655
0.55,0.426196,0.931375,0.301354
0.56,0.42767,0.925725,0.303662
0.57,0.427673,0.921457,0.305498
0.58,0.426717,0.920207,0.306116
0.59,0.425691,0.921457,0.305323
0.6,0.425522,0.924561,0.304042
0.61,0.426288,0.927706,0.302862
0.62,0.427201,0.929955,0.302155
0.63,0.427395,0.930869,0.30205
0.64,0.425732,0.930269,0.302356
0.65,0.419283,0.928856,0.302828
0.66,0.403084,0.928619,0.302876
0.67,0.37672,0.928739,0.302849
0.68,0.344375,0.928547,0.303006
0.69,0.311222,0.928499,0.303145
0.7,0.282679,0.927869,0.302965
0.71,0.263661,0.926943,0.302712
0.72,0.255081,0.928106,0.303061
0.73,0.252427,0.929464,0.303583
0.74,0.25266,0.929704,0.303868
0.75,0.254629,0.928768,0.303746
0.76,0.25766,0.926726,0.303198
0.77,0.261158,0.924581,0.302566
0.78,0.264603,0.923499,0.302238
0.79,0.267394,0.923297,0.302187
0.8,0.268853,0.922695,0.302
0.81,0.268345,0.91977,0.300996
0.82,0.264431,0.906615,0.296515
0.83,0.25028,0.84679,0.277276
0.84,0.201487,0.587299,0.205706
0.85,0.144085,0.173426,0.124706
0.86,0.127661,0.0243295,0.103254
0.87,0.125288,0.00260352,0.100391
0.88,0.124986,-1.28065e-05,0.0999993
0.89,0.124992,-8.47633e-05,0.099987
0.9,0.125006,4.33375e-05,0.100006
0.91,0.125002,1.70047e-05,0.100002
0.92,0.124999,-7.18851e-06,0.099999
0.93,0.125,-1.77389e-06,0.0999998
0.94,0.125,1.38975e-06,0.1
0.95,0.125,1.64566e-07,0.1
0.96,0.125,-2.36825e-07,0.1
0.97,0.125,-3.55259e-09,0.1
0.98,0.125,3.7876e-08,0.1
0.99,0.125,5.56346e-10,0.1
1,0.125,0,0.1
