x,rho,u,p
0,1,0,1
0.01,1,-1.89282e-16,1
0.02,1,-4.2828e-16,1
0.03,1,3.84074e-15,1
0.04,1,6.37191e-15,1
0.05,1,-2.32496e-14,1
0.06,1,-4.31395e-14,1
0.07,1,1.41677e-13,1
0.08,1,2.85079e-13,1
0.09,1,-8.24062e-13,1
0.1,1,-1.88854e-12,1
0.11,1,4.41418e-12,1
0.12,1,1.21784e-11,1
0.13,1,-2.1227e-11,1
0.14,1,-7.53065e-11,1
0.15,1,8.60199e-11,1
0.16,1,4.38907e-10,1
0.17,1,-2.39917e-10,1
0.18,1,-2.36097e-09,1
0.19,1,-1.31229e-10,1
0.2,1,1.139e-08,1
0.21,1,8.06923e-09,1
0.22,1,-4.68799e-08,1
0.23,1,-7.14245e-08,1
0.24,1,1.47683e-07,1
0.25,1,4.31415e-07,0.999999
0.26,1,-2.07937e-07,1
0.27,1,-1.91075e-06,1
0.28,1,-1.13567e-06,1
0.29,0.999995,6.08915e-06,0.999993
0.3,0.99999,1.20597e-05,0.999986
0.31,1,-3.56283e-06,1
0.32,1.00003,-3.76626e-05,1.00005
0.33,1.00002,-1.80732e-05,1.00002
0.34,0.99981,0.000240822,0.999692
0.35,0.99901,0.0011963,0.998554
0.36,0.996714,0.00391119,0.995357
0.37,0.990788,0.010918,0.98713
0.38,0.975924,0.0287081,0.966488
0.39,0.945469,0.0659866,0.924477
0.4,0.901405,0.121537,0.86474
0.41,0.850351,0.188659,0.796991
0.42,0.797372,0.261875,0.728343
0.43,0.745264,0.337831,0.662553
0.44,0.695385,0.414652,0.601264
0.45,0.648418,0.49113,0.545141
0.46,0.604696,0.566369,0.494392
0.47,0.564233,0.639857,0.448742
0.48,0.5269,0.711831,0.407493
0.49,0.493019,0.782591,0.370815
0.5,0.462533,0.845593,0.340365
0.51,0.435693,0.897128,0.316396
0.52,0.423974,0.928939,0.303884
0.53,0.422408,0.941497,0.297633
0.54,0.423782,0.942007,0.296284
0.55,0.424796,0.936629,0.299514
0.56,0.423748,0.92715,0.304628
0.57,0.414516,0.917384,0.307167
0.58,0.38875,0.918563,0.304799
0.59,0.356508,0.922787,0.303069
0.6,0.325168,0.924303,0.30329
0.61,0.295995,0.922748,0.303046
0.62,0.271535,0.921277,0.302056
0.63,0.257403,0.926613,0.301882
0.64,0.251417,0.928429,0.302223
0.65,0.248116,0.925304,0.301257
0.66,0.245414,0.908953,0.294739
0.67,0.23758,0.824705,0.267139
0.68,0.191292,0.492328,0.182375
0.69,0.137861,0.108498,0.114726
0.7,0.126598,0.0142066,0.101885
0.71,0.125137,0.0011965,0.100201
0.72,0.124976,-0.00012173,0.0999824
0.73,0.124999,-2.93097e-05,0.0999947
0.74,0.125005,4.12381e-05,0.100005
0.75,0.125,4.55244e-06,0.100001
0.76,0.124999,-5.91481e-06,0.0999992
0.77,0.125,1.7173e-07,0.1
0.78,0.125,9.0858e-07,0.1
0.79,0.125,-1.35616e-07,0.1
0.8,0.125,-1.23007e-07,0.1
0.81,0.125,3.79856e-08,0.1
0.82,0.125,1.53314e-08,0.1
0.83,0.125,-8.09008e-09,0.1
0.84,0.125,-1.66744e-09,0.1
0.85,0.125,1.51243e-09,0.1
0.86,0.125,1.41063e-10,0.1
0.87,0.125,-2.58559e-10,0.1
0.88,0.125,-3.93661e-12,0.1
0.89,0.125,4.12234e-11,0.1
0.9,0.125,-1.92249e-12,0.1
0.91,0.125,-6.18653e-12,0.1
0.92,0.125,6.27222e-13,0.1
0.93,0.125,8.77464e-13,0.1
0.94,0.125,-1.35629e-13,0.1
0.95,0.125,-1.17506e-13,0.1
0.96,0.125,2.5256e-14,0.1
0.97,0.125,1.53312e-14,0.1
0.98,0.125,-3.62409e-15,0.1
0.99,0.125,-1.48802e-15,0.1
1,0.125,0,0.1
