x,rho,u,p
0,1,0,1
0.01,1,-3.8281e-14,1
0.02,1,-8.67231e-14,1
0.03,1,2.62555e-13,1
0.04,1,6.18871e-13,1
0.05,1,-1.22058e-12,1
0.06,1,-3.82823e-12,1
0.07,1,4.77422e-12,1
0.08,1,2.21163e-11,1
0.09,1,-1.32085e-11,1
0.1,1,-1.17706e-10,1
0.11,1,-2.40134e-12,1
0.12,1,5.64754e-10,1
0.13,1,3.74103e-10,1
0.14,1,-2.35296e-09,1
0.15,1,-3.37888e-09,1
0.16,1,7.843e-09,1
0.17,1,2.08589e-08,1
0.18,1,-1.55729e-08,1
0.19,1,-9.96538e-08,1
0.2,1,-2.98762e-08,1
0.21,1,3.61543e-07,1
0.22,1,4.8698e-07,0.999999
0.23,1,-8.0858e-07,1
0.24,1,-2.65142e-06,1
0.25,1,-2.66788e-07,1
0.26,0.999992,8.91682e-06,0.999989
0.27,0.999989,1.35511e-05,0.999984
0.28,1,-6.82957e-06,1.00001
0.29,1.00003,-4.39648e-05,1.00005
0.3,1.00002,-2.32759e-05,1.00003
0.31,0.999816,0.000231272,0.999708
0.32,0.999065,0.00112811,0.99864
0.33,0.997004,0.00356522,0.995769
0.34,0.991921,0.00958032,0.988701
0.35,0.979715,0.0241644,0.971733
0.36,0.95524,0.0539401,0.937887
0.37,0.919709,0.0982047,0.889417
0.38,0.878072,0.151835,0.833575
0.39,0.834314,0.210477,0.775991
0.4,0.790664,0.271506,0.719723
0.41,0.748143,0.33361,0.666091
0.42,0.707208,0.396118,0.615606
0.43,0.668125,0.458544,0.568494
0.44,0.631114,0.520429,0.524878
0.45,0.596296,0.581411,0.484728
0.46,0.563403,0.641661,0.447678
0.47,0.531723,0.702168,0.412998
0.48,0.501336,0.762844,0.380355
0.49,0.475368,0.819568,0.35223
0.5,0.455082,0.86581,0.331014
0.51,0.436036,0.904109,0.313018
0.52,0.42265,0.928954,0.302592
0.53,0.418697,0.938573,0.299292
0.54,0.420324,0.93956,0.298449
0.55,0.424572,0.935436,0.299978
0.56,0.428953,0.928419,0.302911
0.57,0.430965,0.92196,0.305962
0.58,0.428365,0.919099,0.307198
0.59,0.417673,0.922209,0.305659
0.6,0.396821,0.926444,0.304213
0.61,0.367357,0.926727,0.303566
0.62,0.333998,0.926078,0.302815
0.63,0.302045,0.926684,0.301998
0.64,0.275596,0.926774,0.301149
0.65,0.258948,0.925997,0.300727
0.66,0.25248,0.927025,0.301195
0.67,0.250933,0.927515,0.301906
0.68,0.251505,0.926278,0.302298
0.69,0.252889,0.922871,0.301482
0.7,0.254273,0.912819,0.29692
0.71,0.251934,0.862827,0.280262
0.72,0.218764,0.639285,0.217065
0.73,0.151897,0.222736,0.131711
0.74,0.128575,0.031548,0.104196
0.75,0.125394,0.00350999,0.100505
0.76,0.124996,7.19319e-05,0.100013
0.77,0.124988,-0.00010389,0.0999844
0.78,0.125006,3.76994e-05,0.100005
0.79,0.125002,2.09115e-05,0.100003
0.8,0.124999,-6.22697e-06,0.0999992
0.81,0.125,-2.30834e-06,0.0999997
0.82,0.125,1.24702e-06,0.1
0.83,0.125,2.37271e-07,0.1
0.84,0.125,-2.09012e-07,0.1
0.85,0.125,-1.24092e-08,0.1
0.86,0.125,3.2644e-08,0.1
0.87,0.125,-2.03585e-09,0.1
0.88,0.125,-4.67329e-09,0.1
0.89,0.125,9.34764e-10,0.1
0.9,0.125,6.10207e-10,0.1
0.91,0.125,-2.33981e-10,0.1
0.92,0.125,-7.02507e-11,0.1
0.93,0.125,4.80338e-11,0.1
0.94,0.125,6.46321e-12,0.1
0.95,0.125,-8.82206e-12,0.1
0.96,0.125,-2.74621e-13,0.1
0.97,0.125,1.492e-12,0.1
0.98,0.125,-3.67474e-14,0.1
0.99,0.125,-1.68642e-13,0.1
1,0.125,0,0.1
