x,rho,u,p
0,1,0,1
0.01,1,0,1
0.02,1,0,1
0.03,1,0,1
0.04,1,0,1
0.05,1,0,1
0.06,1,0,1
0.07,1,0,1
0.08,1,0,1
0.09,1,0,1
0.1,1,0,1
0.11,1,3.53602e-17,1
0.12,1,4.10831e-16,1
0.13,1,-1.45783e-15,1
0.14,1,-4.31527e-15,1
0.15,1,1.66981e-14,1
0.16,1,3.05344e-14,1
0.17,1,-1.62489e-13,1
0.18,1,-1.79521e-13,1
0.19,1,1.44047e-12,1
0.2,1,9.08061e-13,1
0.21,1,-1.17555e-11,1
0.22,1,-3.78007e-12,1
0.23,1,8.94669e-11,1
0.24,1,1.32617e-11,1
0.25,1,-6.38827e-10,1
0.26,1,-6.53092e-11,1
0.27,1,4.28637e-09,1
0.28,1,8.0751e-10,1
0.29,1,-2.67976e-08,1
0.3,1,-1.08053e-08,1
0.31,1,1.54509e-07,1
0.32,1,1.21657e-07,1
0.33,1,-7.73596e-07,1
0.34,1,-1.01089e-06,1
0.35,0.999997,3.40801e-06,0.999996
0.36,0.999994,8.00338e-06,0.999991
0.37,1,-5.93143e-06,1.00001
0.38,1.00003,-3.01071e-05,1.00004
0.39,0.999984,3.56413e-05,0.999949
0.4,0.999597,0.000505075,0.999358
0.41,0.998093,0.00227954,0.997261
0.42,0.993286,0.00794236,0.990606
0.43,0.979118,0.024729,0.971033
0.44,0.9411,0.0713329,0.918541
0.45,0.874253,0.157054,0.828347
0.46,0.790741,0.270905,0.720115
0.47,0.704465,0.399496,0.613195
0.48,0.625317,0.529844,0.51956
0.49,0.556427,0.650945,0.441335
0.5,0.500762,0.761024,0.37935
0.51,0.460322,0.858356,0.334463
0.52,0.429428,0.927315,0.305403
0.53,0.397107,0.949961,0.292127
0.54,0.365554,0.940159,0.293348
0.55,0.344134,0.93237,0.299575
0.56,0.325146,0.927394,0.305581
0.57,0.298193,0.926398,0.309659
0.58,0.263665,0.91797,0.307869
0.59,0.223605,0.82041,0.276857
0.6,0.170218,0.446743,0.177009
0.61,0.133282,0.0834679,0.111656
0.62,0.126116,0.0107302,0.10144
0.63,0.125084,0.000770471,0.100137
0.64,0.124976,-0.000146048,0.099979
0.65,0.125002,-4.58238e-06,0.0999982
0.66,0.125005,4.1034e-05,0.100005
0.67,0.125,6.97877e-07,0.1
0.68,0.124999,-6.06154e-06,0.0999992
0.69,0.125,4.66916e-07,0.1
0.7,0.125,9.30924e-07,0.1
0.71,0.125,-1.21445e-07,0.1
0.72,0.125,-1.27743e-07,0.1
0.73,0.125,2.44234e-08,0.1
0.74,0.125,1.62615e-08,0.1
0.75,0.125,-4.15613e-09,0.1
0.76,0.125,-1.87767e-09,0.1
0.77,0.125,6.36182e-10,0.1
0.78,0.125,1.93055e-10,0.1
0.79,0.125,-8.86835e-11,0.1
0.8,0.125,-1.68132e-11,0.1
0.81,0.125,1.13087e-11,0.1
0.82,0.125,1.0748e-12,0.1
0.83,0.125,-1.31525e-12,0.1
0.84,0.125,-1.34502e-14,0.1
0.85,0.125,1.38557e-13,0.1
0.86,0.125,-1.02493e-14,0.1
0.87,0.125,-1.31606e-14,0.1
0.88,0.125,1.96686e-15,0.1
0.89,0.125,1.03608e-15,0.1
0.9,0.125,-1.57091e-16,0.1
0.91,0.125,5.47879e-18,0.1
0.92,0.125,3.03153e-17,0.1
0.93,0.125,0,0.1
0.94,0.125,0,0.1
0.95,0.125,0,0.1
0.96,0.125,0,0.1
0.97,0.125,0,0.1
0.98,0.125,-1.8202e-16,0.1
0.99,0.125,-1.58131e-16,0.1
1,0.125,0,0.1
