x,rho,u,p
0,1,0,1
0.01,1,9.93073e-14,1
0.02,1,7.37765e-13,1
0.03,1,-7.60282e-14,1
0.04,1,-4.02628e-12,1
0.05,1,-1.56104e-12,1
0.06,1,1.9432e-11,1
0.07,1,1.84572e-11,1
0.08,1,-8.35252e-11,1
0.09,1,-1.39516e-10,1
0.1,1,2.99784e-10,1
0.11,1,8.45118e-10,1
0.12,1,-7.39431e-10,1
0.13,1,-4.28112e-09,1
0.14,1,-2.04482e-10,1
0.15,1,1.78999e-08,1
0.16,1,1.6431e-08,1
0.17,1,-5.72036e-08,1
0.18,1,-1.19226e-07,1
0.19,1,1.01052e-07,1
0.2,1,5.53177e-07,0.999999
0.21,1,2.39097e-07,1
0.22,1,-1.68151e-06,1
0.23,1,-2.81214e-06,1
0.24,0.999998,2.21076e-06,0.999997
0.25,0.99999,1.24524e-05,0.999985
0.26,0.999991,1.14725e-05,0.999986
0.27,1.00001,-1.78389e-05,1.00002
0.28,1.00004,-5.13341e-05,1.00006
0.29,1,5.09197e-06,0.999993
0.3,0.999705,0.00036372,0.999549
0.31,0.998752,0.00149721,0.998205
0.32,0.996265,0.00443931,0.994742
0.33,0.990294,0.0115149,0.986438
0.34,0.976389,0.0281794,0.967111
0.35,0.950859,0.0593316,0.931867
0.36,0.916114,0.102755,0.884558
0.37,0.876652,0.153709,0.831683
0.38,0.835721,0.20857,0.777813
0.39,0.795047,0.265277,0.725306
0.4,0.75539,0.322849,0.675136
0.41,0.717083,0.3808,0.627668
0.42,0.680323,0.438779,0.583069
0.43,0.645273,0.496425,0.541444
0.44,0.612075,0.553395,0.502838
0.45,0.58068,0.609667,0.467044
0.46,0.550603,0.665869,0.433488
0.47,0.521421,0.722594,0.40178
0.48,0.494001,0.778147,0.372642
0.49,0.470322,0.82873,0.347587
0.5,0.451366,0.872581,0.327354
0.51,0.436376,0.907531,0.31182
0.52,0.424435,0.92871,0.30215
0.53,0.418671,0.93835,0.299017
0.54,0.418907,0.939042,0.298897
0.55,0.422679,0.93491,0.300539
0.56,0.427598,0.928329,0.303132
0.57,0.43137,0.922266,0.305704
0.58,0.431929,0.919598,0.306976
0.59,0.427346,0.921481,0.305933
0.6,0.41556,0.925654,0.304084
0.61,0.394978,0.927815,0.303513
0.62,0.366016,0.928585,0.303353
0.63,0.332729,0.929154,0.302732
0.64,0.300554,0.929273,0.302028
0.65,0.274439,0.927941,0.301498
0.66,0.258607,0.925694,0.301013
0.67,0.252477,0.925154,0.301199
0.68,0.25115,0.925717,0.301874
0.69,0.252075,0.92603,0.302389
0.7,0.25421,0.925093,0.302343
0.71,0.256586,0.921168,0.300769
0.72,0.257881,0.907695,0.294817
0.73,0.251704,0.8417,0.273665
0.74,0.205848,0.566701,0.19965
0.75,0.14381,0.158604,0.122033
0.76,0.127462,0.0217478,0.102891
0.77,0.12525,0.00220912,0.100339
0.78,0.124982,-4.68084e-05,0.0999938
0.79,0.124993,-7.15085e-05,0.0999889
0.8,0.125006,4.35545e-05,0.100006
0.81,0.125001,1.36089e-05,0.100002
0.82,0.124999,-6.95556e-06,0.0999991
0.83,0.125,-1.2193e-06,0.0999998
0.84,0.125,1.24867e-06,0.1
0.85,0.125,7.83534e-08,0.1
0.86,0.125,-1.95895e-07,0.1
0.87,0.125,7.75607e-09,0.1
0.88,0.125,2.86288e-08,0.1
0.89,0.125,-4.16022e-09,0.1
0.9,0.125,-3.7762e-09,0.1
0.91,0.125,1.06943e-09,0.1
0.92,0.125,4.32264e-10,0.1
0.93,0.125,-2.21591e-10,0.1
0.94,0.125,-3.72473e-11,0.1
0.95,0.125,4.09541e-11,0.1
0.96,0.125,6.18463e-13,0.1
0.97,0.125,-6.9653e-12,0.1
0.98,0.125,5.69926e-13,0.1
0.99,0.125,8.43446e-13,0.1
1,0.125,0,0.1
