x,rho,u,p
0,1,0,1
0.01,1,-7.07469e-11,1
0.02,1,-2.89318e-10,1
0.03,1,8.32731e-11,1
0.04,1,1.31329e-09,1
0.05,1,8.27287e-10,1
0.06,1,-4.35625e-09,1
0.07,1,-7.37471e-09,1
0.08,1,9.02898e-09,1
0.09,1,3.65102e-08,1
0.1,1,6.21347e-09,1
0.11,1,-1.22469e-07,1
0.12,1,-1.60544e-07,1
0.13,1,2.27311e-07,1
0.14,0.999999,8.09118e-07,0.999999
0.15,1,2.82024e-07,1
0.16,1,-2.18303e-06,1
0.17,1,-3.77985e-06,1
0.18,0.999999,1.37668e-06,0.999998
0.19,0.999989,1.33611e-05,0.999984
0.2,0.999986,1.71263e-05,0.99998
0.21,1.00001,-7.71906e-06,1.00001
0.22,1.00004,-5.20229e-05,1.00006
0.23,1.00004,-4.87878e-05,1.00006
0.24,0.999885,0.000144481,0.999819
0.25,0.999312,0.000829467,0.999001
0.26,0.997802,0.00261608,0.996893
0.27,0.99428,0.00678522,0.991987
0.28,0.986313,0.0162717,0.980894
0.29,0.970431,0.0354073,0.958843
0.3,0.946632,0.064541,0.926081
0.31,0.917831,0.10058,0.886881
0.32,0.886787,0.140469,0.845163
0.33,0.855199,0.182237,0.803298
0.34,0.823874,0.224898,0.762387
0.35,0.793138,0.268036,0.722846
0.36,0.76312,0.311475,0.684819
0.37,0.733891,0.355104,0.648362
0.38,0.705507,0.39882,0.613515
0.39,0.678033,0.442495,0.580315
0.4,0.65153,0.485986,0.548797
0.41,0.626035,0.529181,0.518957
0.42,0.60151,0.572081,0.490707
0.43,0.577839,0.614833,0.463876
0.44,0.554889,0.657634,0.438284
0.45,0.53261,0.700544,0.41385
0.46,0.511128,0.743302,0.390679
0.47,0.490777,0.785186,0.369063
0.48,0.472038,0.825119,0.3494
0.49,0.455406,0.861937,0.332167
0.5,0.441194,0.893396,0.317997
0.51,0.429938,0.91763,0.307431
0.52,0.424546,0.931703,0.301673
0.53,0.423551,0.936555,0.299261
0.54,0.424232,0.93602,0.299271
0.55,0.425221,0.931732,0.301106
0.56,0.425768,0.925935,0.303515
0.57,0.426027,0.921341,0.305474
0.58,0.42631,0.919696,0.306117
0.59,0.42696,0.921433,0.305554
0.6,0.427804,0.924868,0.304376
0.61,0.428343,0.928233,0.303115
0.62,0.427933,0.930241,0.302282
0.63,0.425543,0.930602,0.302155
0.64,0.41865,0.92965,0.302516
0.65,0.402613,0.929234,0.302694
0.66,0.376479,0.929273,0.302664
0.67,0.344315,0.928962,0.302879
0.68,0.311247,0.928564,0.303074
0.69,0.282745,0.927809,0.302915
0.7,0.263903,0.927771,0.302969
0.71,0.255356,0.929578,0.303436
0.72,0.252408,0.929988,0.303655
0.73,0.2523,0.928835,0.303394
0.74,0.254034,0.926523,0.302748
0.75,0.257066,0.924278,0.302156
0.76,0.260854,0.923488,0.302071
0.77,0.264584,0.923692,0.302282
0.78,0.267263,0.923345,0.302244
0.79,0.268049,0.92066,0.301357
0.8,0.265719,0.909404,0.297376
0.81,0.254621,0.858736,0.281037
0.82,0.210734,0.632685,0.216872
0.83,0.149048,0.215271,0.131234
0.84,0.128397,0.0310867,0.104165
0.85,0.125391,0.00355044,0.100512
0.86,0.124997,7.58678e-05,0.100014
0.87,0.124988,-0.000107447,0.0999839
0.88,0.125006,3.8572e-05,0.100005
0.89,0.125002,2.2522e-05,0.100003
0.9,0.124999,-6.55385e-06,0.0999991
0.91,0.125,-2.66317e-06,0.0999996
0.92,0.125,1.3838e-06,0.1
0.93,0.125,3.10023e-07,0.1
0.94,0.125,-2.48707e-07,0.1
0.95,0.125,-2.55929e-08,0.1
0.96,0.125,4.24465e-08,0.1
0.97,0.125,2.2647e-10,0.1
0.98,0.125,-6.68715e-09,0.1
0.99,0.125,-6.08109e-11,0.1
1,0.125,0,0.1
