x,rho,u,p
0,1,0,1
0.01,1,7.32247e-12,1
0.02,1,4.18484e-11,1
0.03,1,7.25932e-13,1
0.04,1,-1.91641e-10,1
0.05,1,-1.47819e-10,1
0.06,1,6.9629e-10,1
0.07,1,1.19536e-09,1
0.08,1,-1.82259e-09,1
0.09,1,-6.4375e-09,1
0.1,1,1.21406e-09,1
0.11,1,2.60527e-08,1
0.12,1,2.14e-08,1
0.13,1,-7.44157e-08,1
0.14,1,-1.57347e-07,1
0.15,1,8.90256e-08,1
0.16,0.999999,6.48339e-07,0.999999
0.17,1,4.77707e-07,0.999999
0.18,1,-1.53601e-06,1
0.19,1,-3.49561e-06,1
0.2,1,1.85272e-07,1
0.21,0.999991,1.11641e-05,0.999987
0.22,0.999986,1.65774e-05,0.99998
0.23,1,-4.55112e-06,1.00001
0.24,1.00004,-4.702e-05,1.00006
0.25,1.00004,-4.70646e-05,1.00006
0.26,0.999892,0.000137115,0.999827
0.27,0.999326,0.000813351,0.999018
0.28,0.997803,0.00261632,0.996891
0.29,0.994181,0.00690283,0.991848
0.3,0.985856,0.0168151,0.98026
0.31,0.968866,0.0373034,0.95668
0.32,0.943018,0.0690164,0.921134
0.33,0.911573,0.108529,0.878427
0.34,0.877663,0.1524,0.833014
0.35,0.843209,0.198404,0.787574
0.36,0.809127,0.245422,0.743345
0.37,0.775788,0.292972,0.700798
0.38,0.743348,0.340833,0.660096
0.39,0.711899,0.388851,0.621314
0.4,0.681528,0.436858,0.584509
0.41,0.652329,0.484655,0.549737
0.42,0.624362,0.532065,0.517012
0.43,0.59758,0.579082,0.486223
0.44,0.571803,0.625938,0.457115
0.45,0.546862,0.672917,0.429443
0.46,0.522789,0.719959,0.403187
0.47,0.49987,0.766409,0.37861
0.48,0.478644,0.811021,0.356263
0.49,0.459754,0.851785,0.33688
0.5,0.443722,0.886811,0.320824
0.51,0.432202,0.914108,0.308989
0.52,0.426186,0.930841,0.301792
0.53,0.423557,0.937581,0.298614
0.54,0.422025,0.936673,0.298724
0.55,0.421787,0.932194,0.300903
0.56,0.423402,0.926439,0.303459
0.57,0.42633,0.921992,0.305526
0.58,0.429181,0.920151,0.306606
0.59,0.430732,0.921751,0.306233
0.6,0.430355,0.925161,0.304548
0.61,0.427837,0.928377,0.302943
0.62,0.422233,0.929787,0.302374
0.63,0.410159,0.929592,0.302495
0.64,0.387979,0.929857,0.302508
0.65,0.357815,0.930218,0.302481
0.66,0.324587,0.929866,0.30267
0.67,0.293698,0.929128,0.302939
0.68,0.270641,0.929056,0.303281
0.69,0.258055,0.929208,0.303476
0.7,0.252727,0.927655,0.302939
0.71,0.251238,0.925362,0.302025
0.72,0.252352,0.924142,0.3016
0.73,0.25532,0.924525,0.301821
0.74,0.259237,0.925131,0.30219
0.75,0.262946,0.924585,0.302228
0.76,0.265292,0.921216,0.301306
0.77,0.264958,0.909911,0.297243
0.78,0.256702,0.860076,0.281303
0.79,0.214967,0.639886,0.218515
0.8,0.150648,0.224029,0.132465
0.81,0.12859,0.032539,0.104354
0.82,0.125414,0.00374644,0.100536
0.83,0.124999,9.4616e-05,0.100017
0.84,0.124987,-0.000111016,0.0999834
0.85,0.125006,3.72512e-05,0.100005
0.86,0.125002,2.33382e-05,0.100003
0.87,0.124999,-6.33741e-06,0.0999992
0.88,0.125,-2.78668e-06,0.0999996
0.89,0.125,1.35724e-06,0.1
0.9,0.125,3.30523e-07,0.1
0.91,0.125,-2.44337e-07,0.1
0.92,0.125,-2.91932e-08,0.1
0.93,0.125,4.14705e-08,0.1
0.94,0.125,8.87834e-10,0.1
0.95,0.125,-6.54965e-09,0.1
0.96,0.125,4.40961e-10,0.1
0.97,0.125,9.611e-10,0.1
0.98,0.125,-1.32842e-10,0.1
0.99,0.125,-1.02611e-10,0.1
1,0.125,0,0.1
