x,rho,u,p
0,1,0,1
0.01,1,8.67766e-12,1
0.02,1,4.30946e-11,1
0.03,1,-7.89763e-12,1
0.04,1,-2.04552e-10,1
0.05,1,-1.20799e-10,1
0.06,1,7.70402e-10,1
0.07,1,1.1458e-09,1
0.08,1,-2.15738e-09,1
0.09,1,-6.53499e-09,1
0.1,1,2.39915e-09,1
0.11,1,2.75189e-08,1
0.12,1,1.85022e-08,1
0.13,1,-8.25296e-08,1
0.14,1,-1.5569e-07,1
0.15,1,1.18325e-07,1
0.16,0.999999,6.75595e-07,0.999999
0.17,1,4.1517e-07,1
0.18,1,-1.69582e-06,1
0.19,1,-3.5033e-06,1
0.2,0.999999,6.51811e-07,0.999999
0.21,0.99999,1.18346e-05,0.999986
0.22,0.999986,1.62847e-05,0.999981
0.23,1,-6.62562e-06,1.00001
0.24,1.00004,-4.90713e-05,1.00006
0.25,1.00004,-4.37271e-05,1.00005
0.26,0.999876,0.000156919,0.999803
0.27,0.999276,0.000872894,0.998948
0.28,0.997679,0.00276357,0.996717
0.29,0.993897,0.00723974,0.991452
0.3,0.985216,0.0175803,0.97937
0.31,0.96775,0.0386599,0.955136
0.32,0.941576,0.070806,0.919162
0.33,0.910009,0.110524,0.876318
0.34,0.876115,0.154435,0.830958
0.35,0.841747,0.20039,0.785661
0.36,0.807777,0.247317,0.741608
0.37,0.774556,0.294761,0.699239
0.38,0.742234,0.342506,0.658711
0.39,0.710901,0.390402,0.620095
0.4,0.680644,0.438281,0.583447
0.41,0.651555,0.485945,0.548824
0.42,0.623692,0.533223,0.516235
0.43,0.597003,0.580112,0.485566
0.44,0.57131,0.62685,0.456563
0.45,0.546446,0.673714,0.428987
0.46,0.522448,0.720634,0.402821
0.47,0.499604,0.766954,0.378329
0.48,0.478454,0.811433,0.356061
0.49,0.459635,0.852066,0.33675
0.5,0.443642,0.886991,0.320744
0.51,0.432124,0.914213,0.308944
0.52,0.426151,0.930847,0.301797
0.53,0.423586,0.937576,0.298625
0.54,0.422124,0.936673,0.298731
0.55,0.421872,0.93216,0.300899
0.56,0.423409,0.926412,0.30346
0.57,0.426263,0.92196,0.305519
0.58,0.429077,0.920141,0.306589
0.59,0.430649,0.92175,0.306225
0.6,0.430345,0.925166,0.304553
0.61,0.427947,0.928383,0.302949
0.62,0.422551,0.929814,0.302368
0.63,0.41086,0.929606,0.302486
0.64,0.389099,0.929832,0.302509
0.65,0.359177,0.930196,0.302481
0.66,0.325972,0.929856,0.30267
0.67,0.294868,0.929112,0.30293
0.68,0.271389,0.928994,0.303262
0.69,0.258413,0.929272,0.303496
0.7,0.25288,0.927871,0.303011
0.71,0.251263,0.925583,0.3021
0.72,0.252269,0.924166,0.30161
0.73,0.255166,0.924444,0.301799
0.74,0.259067,0.925079,0.302167
0.75,0.26283,0.924654,0.302253
0.76,0.265291,0.921606,0.301456
0.77,0.265186,0.911504,0.297796
0.78,0.258029,0.867004,0.283558
0.79,0.220033,0.667187,0.22568
0.8,0.154322,0.254256,0.137424
0.81,0.12918,0.0380205,0.105096
0.82,0.125501,0.00453867,0.100636
0.83,0.125009,0.000170903,0.100031
0.84,0.124984,-0.000124052,0.0999817
0.85,0.125006,3.23986e-05,0.100004
0.86,0.125003,2.69762e-05,0.100004
0.87,0.124999,-5.58957e-06,0.0999993
0.88,0.125,-3.39779e-06,0.0999996
0.89,0.125,1.30675e-06,0.1
0.9,0.125,4.3508e-07,0.1
0.91,0.125,-2.45916e-07,0.1
0.92,0.125,-4.55812e-08,0.1
0.93,0.125,4.32799e-08,0.1
0.94,0.125,3.30993e-09,0.1
0.95,0.125,-7.057e-09,0.1
0.96,0.125,1.09926e-10,0.1
0.97,0.125,1.06957e-09,0.1
0.98,0.125,-9.07791e-11,0.1
0.99,0.125,-1.14536e-10,0.1
1,0.125,0,0.1
