x,rho,u,p
0,1,0,1
0.01,1,-4.56118e-11,1
0.02,1,-2.68883e-10,1
0.03,1,-6.90792e-11,1
0.04,1,1.07882e-09,1
0.05,1,1.2213e-09,1
0.06,1,-3.10989e-09,1
0.07,1,-7.68104e-09,1
0.08,1,4.18963e-09,1
0.09,1,3.27975e-08,1
0.1,1,1.93212e-08,1
0.11,1,-9.58921e-08,1
0.12,1,-1.75278e-07,1
0.13,1,1.23886e-07,1
0.14,0.999999,7.34985e-07,0.999999
0.15,1,5.12662e-07,0.999999
0.16,1,-1.6726e-06,1
0.17,1,-3.80097e-06,1
0.18,1,-1.22522e-07,1
0.19,0.99999,1.12772e-05,0.999987
0.2,0.999985,1.79726e-05,0.999979
0.21,1,-1.44922e-06,1
0.22,1.00004,-4.53461e-05,1.00005
0.23,1.00005,-5.6852e-05,1.00007
0.24,0.999929,9.13611e-05,0.999885
0.25,0.999447,0.000668234,0.999192
0.26,0.998137,0.00222007,0.997359
0.27,0.995037,0.00588902,0.993041
0.28,0.987998,0.0142574,0.98324
0.29,0.973418,0.0317878,0.962981
0.3,0.950565,0.059689,0.931471
0.31,0.922158,0.0951074,0.89274
0.32,0.891121,0.134833,0.850954
0.33,0.859338,0.176693,0.80875
0.34,0.82774,0.219563,0.767403
0.35,0.796707,0.262959,0.727407
0.36,0.76639,0.306677,0.688932
0.37,0.736865,0.350602,0.652045
0.38,0.708191,0.394627,0.616786
0.39,0.680433,0.438623,0.583195
0.4,0.653657,0.482445,0.551307
0.41,0.627902,0.52597,0.521126
0.42,0.603139,0.56919,0.492569
0.43,0.579252,0.612243,0.465465
0.44,0.556101,0.655336,0.439627
0.45,0.533631,0.698543,0.414963
0.46,0.511961,0.741618,0.39157
0.47,0.491425,0.78384,0.369739
0.48,0.472521,0.824096,0.349893
0.49,0.455739,0.861167,0.332523
0.5,0.441363,0.89291,0.318203
0.51,0.43007,0.917406,0.307546
0.52,0.424655,0.931645,0.301678
0.53,0.423603,0.936603,0.299207
0.54,0.424181,0.936124,0.299231
0.55,0.425015,0.931761,0.301076
0.56,0.425495,0.925953,0.303497
0.57,0.425874,0.921337,0.305467
0.58,0.426394,0.919687,0.306136
0.59,0.427233,0.921465,0.305608
0.6,0.428111,0.924923,0.30442
0.61,0.428524,0.928261,0.303125
0.62,0.427848,0.930243,0.302283
0.63,0.424991,0.93055,0.302175
0.64,0.417181,0.929604,0.302538
0.65,0.399787,0.929308,0.302656
0.66,0.372657,0.929324,0.302651
0.67,0.340108,0.928995,0.302889
0.68,0.307321,0.928516,0.303062
0.69,0.279794,0.927751,0.302912
0.7,0.26239,0.928097,0.303068
0.71,0.254787,0.929824,0.303516
0.72,0.252236,0.929843,0.303605
0.73,0.252357,0.928307,0.303212
0.74,0.254269,0.925876,0.302511
0.75,0.257462,0.923918,0.302029
0.76,0.261341,0.923577,0.302096
0.77,0.264999,0.923797,0.302323
0.78,0.267422,0.923064,0.302172
0.79,0.267765,0.919266,0.300847
0.8,0.264418,0.903178,0.295335
0.81,0.248961,0.831221,0.272385
0.82,0.194832,0.53882,0.194086
0.83,0.140374,0.138654,0.11939
0.84,0.127121,0.0192404,0.102566
0.85,0.125214,0.00191333,0.100301
0.86,0.124979,-7.40669e-05,0.0999896
0.87,0.124995,-6.2639e-05,0.0999901
0.88,0.125006,4.53173e-05,0.100006
0.89,0.125001,1.20888e-05,0.100002
0.9,0.124999,-7.29328e-06,0.099999
0.91,0.125,-1.01229e-06,0.0999999
0.92,0.125,1.31986e-06,0.1
0.93,0.125,4.65108e-08,0.1
0.94,0.125,-2.14164e-07,0.1
0.95,0.125,1.31821e-08,0.1
0.96,0.125,3.32009e-08,0.1
0.97,0.125,-5.10573e-09,0.1
0.98,0.125,-4.84869e-09,0.1
0.99,0.125,5.47385e-10,0.1
1,0.125,0,0.1
